measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-03-06 00:00:00,0.0,6.6758,-0.606666,-10.758209591112,8.866666,0.0,0.0,4.2054,3.489133,0.0,1430
2017-03-06 00:15:00,0.0,6.7878,-0.626666,-6.684436915556001,5.333333,0.0,0.0,3.863333,3.5248,0.0,1430
2017-03-06 00:30:00,0.0,6.938733,-0.62,-5.04266584,4.066666,0.0,0.0,4.0634,3.5554,0.0,1430
2017-03-06 00:45:00,0.0,7.405865999999999,-0.62,-4.96,4.0,0.0,0.0,4.4942,3.499266,0.0,1430
2017-03-06 01:00:00,0.0,7.718333,-0.64,-5.12,4.0,0.0,0.0,4.9348,3.468733,0.0,1430
2017-03-06 01:15:00,0.0,7.8472,-0.613333,-4.906664,4.0,0.0,0.0,4.6324,3.428066,0.0,1430
2017-03-06 01:30:00,0.0,7.682333,-0.64,-6.48533248,5.066666,0.0,0.0,4.5056,3.382333,0.0,1430
2017-03-06 01:45:00,0.0,7.639266,-0.653333,-5.836440595556001,4.466666,0.0,-1.0,4.6728,3.351933,,1430
2017-03-06 02:00:00,0.0,7.516666,-0.626666,-5.7653272,4.6,0.0,0.0,4.5546,3.357,0.0,1430
2017-03-06 02:15:00,0.0,7.320999999999999,-0.64,-8.10666624,6.333333,0.0,0.0,4.089133,3.362066,0.0,1430
2017-03-06 02:30:00,0.0,6.9362,-0.653333,-8.798217297778,6.733333,0.0,0.0,3.786866,3.423,0.0,1430
2017-03-06 02:45:00,0.0,7.1672,-0.626666,-8.856878631112,7.066666,0.0,0.0,4.2218,3.428,0.0,1430
2017-03-06 03:00:00,0.0,6.426,-0.6466659999999999,-5.776882071112,4.466666,0.0,0.0,2.951466,3.463666,0.0,1430
2017-03-06 03:15:00,0.0,5.7146,-0.626666,-9.441767315556,7.533333,0.0,0.0,1.6038,3.636666,0.0,1430
2017-03-06 03:30:00,0.0,5.757466,-0.62,-9.25866584,7.466666,0.0,0.0,2.022266,3.738066,0.0,1430
2017-03-06 03:45:00,0.0,6.214733,-0.6466659999999999,-6.552881271112001,5.066666,0.0,0.0,3.277666,3.8094,0.0,1430
2017-03-06 04:00:00,0.0,6.0358,-0.6666659999999999,-6.488881511112001,4.866666,0.0,0.0,3.265466,3.743133,0.0,1430
2017-03-06 04:15:00,0.0,5.703333,-0.68,-8.432,6.2,0.0,0.0,2.876466,3.743133,0.0,1430
2017-03-06 04:30:00,0.0,5.485733,-0.68,-10.69866576,7.866666,0.0,0.0,2.806,3.7584,0.0,1430
2017-03-06 04:45:00,0.0,5.2004,-0.6666659999999999,-11.377765955556,8.533333,0.0,0.0,2.8144,3.8604,0.0,1430
2017-03-06 05:00:00,0.0,4.946133,-0.686666,-7.507547351112,5.466666,0.0,-1.0,2.5274,3.936666,,1430
2017-03-06 05:15:00,0.0,4.670933,-0.6733329999999998,-7.9902178177779986,5.933333,0.0,0.0,2.254666,3.9772,0.0,1430
2017-03-06 05:30:00,0.0,4.123733,-0.686666,-29.6639712,21.6,0.0,0.0,2.065533,4.084266,0.0,1430
2017-03-06 05:45:00,0.0,4.081266,-0.706666,-143.5945312,101.6,0.0,0.0,2.4998,4.130133,0.0,1430
