measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-01-26 00:00:00,0.0,-10.5666,-0.94,-11.28,6.0,0.0,0.0,-15.193466,7.857999999999999,0.0,1430
2017-01-26 00:15:00,0.0,-10.9944,-0.92,-11.04,6.0,0.0,0.0,-15.059133,7.893932999999999,0.0,1430
2017-01-26 00:30:00,0.0,-11.144,-0.926666,-11.119992,6.0,0.0,0.0,-14.8378,7.924733,0.0,1430
2017-01-26 00:45:00,0.0,-10.979533,-0.96,-11.52,6.0,0.0,-1.0,-14.929666,7.945133,,1430
2017-01-26 01:00:00,0.0,-10.173133,-0.933333,-11.199996,6.0,0.0,0.0,-14.854333,7.955266,0.0,1430
2017-01-26 01:15:00,0.0,-9.698933,-0.94,-11.28,6.0,0.0,0.0,-14.0344,7.899,0.0,1430
2017-01-26 01:30:00,0.0,-10.424133,-0.973333,-11.679996,6.0,0.0,0.0,-14.4538,7.776932999999999,0.0,1430
2017-01-26 01:45:00,0.0,-11.236933,-0.96,-11.52,6.0,0.0,0.0,-15.255066,7.8276,0.0,1430
2017-01-26 02:00:00,0.0,-11.535133,-0.953333,-11.439996,6.0,0.0,0.0,-15.3558,7.8684,0.0,1430
2017-01-26 02:15:00,0.0,-10.447266,-0.94,-11.28,6.0,0.0,0.0,-15.007133,7.929865999999999,0.0,1430
2017-01-26 02:30:00,0.0,-11.0574,-0.953333,-11.439996,6.0,0.0,0.0,-15.203666,7.924733,0.0,1430
2017-01-26 02:45:00,0.0,-11.496066,-0.973333,-11.679996,6.0,0.0,0.0,-15.387133,7.940066,0.0,1430
2017-01-26 03:00:00,0.0,-10.550933,-0.96,-11.52,6.0,0.0,0.0,-15.0514,7.960333,0.0,1430
2017-01-26 03:15:00,0.0,-11.1125,-0.964285,-13.224478346939998,6.857142,0.0,0.0,-14.991142,7.962142,0.0,1430
2017-01-26 03:30:00,0.0,-10.6278,-0.973333,-13.626662,7.0,0.0,0.0,-14.6928,7.940066,0.0,1430
2017-01-26 03:45:00,0.0,-10.3298,-0.986666,-13.813324,7.0,0.0,-1.0,-14.330533,7.924733,,1430
2017-01-26 04:00:00,0.0,-10.155866,-0.986666,-13.813324,7.0,0.0,0.0,-14.336666,7.893932999999999,0.0,1430
2017-01-26 04:15:00,0.0,-10.369133,-0.98,-13.72,7.0,0.0,0.0,-14.642333,7.857999999999999,0.0,1430
2017-01-26 04:30:00,0.0,-10.6472,-0.98,-15.02666536,7.666666,0.0,0.0,-14.994133,7.847866,0.0,1430
2017-01-26 04:45:00,0.0,-10.596133,-0.98,-15.81066536,8.066665999999998,0.0,0.0,-14.9178,7.8734,0.0,1430
2017-01-26 05:00:00,0.0,-10.4898,-0.993333,-15.893328,8.0,0.0,0.0,-14.6216,7.899066,0.0,1430
2017-01-26 05:15:00,0.0,-10.009333,-0.973333,-15.573328,8.0,0.0,0.0,-14.300666,7.893932999999999,0.0,1430
2017-01-26 05:30:00,0.0,-9.944733,-0.98,-17.37866536,8.866666,0.0,0.0,-14.422866,7.8734,0.0,1430
2017-01-26 05:45:00,0.0,-9.9536,-0.973333,-17.519994,9.0,0.0,0.0,-14.181666,7.847866,0.0,1430
2017-01-26 06:00:00,0.0,-11.054333,-0.973333,-22.840880417778,11.733333,0.0,0.0,-14.751466,7.837733,0.0,1430
2017-01-26 06:15:00,0.0,-11.266866,-0.98,-70.168,35.8,0.0,0.0,-15.240533,7.8734,0.0,1430
2017-01-26 06:30:00,0.0,-10.900733,-0.98,-283.28533268,144.533333,0.0,-1.0,-15.048933,7.9654,,1430
2017-01-26 06:45:00,0.0,-10.1722,-1.0,-803.333332,401.666666,0.0,0.0,-14.557666,8.448333,0.0,1430
2017-01-26 07:00:00,0.0,-10.1978,-1.006666,-1375.77686599556,683.333333,0.0,0.0,-14.8536,11.993333,0.0,1430
2017-01-26 07:15:00,1.706666,-10.7402,1.5,2453.599998,817.866666,0.0,0.0,-14.5102,50.9798,0.0,1430
2017-01-26 07:30:00,20.133333,-9.880466,28.553333,40142.1790678978,702.933333,1.0,1.0,-12.2198,129.7506,0.1088613106901807,1430
2017-01-26 07:45:00,49.013333,-9.175933,64.246666,97920.4851204711,762.066666,8.0,8.0,-9.0138,221.735533,0.3421874331665169,1430
2017-01-26 08:00:00,86.713333,-9.503933,110.746666,175467.0176104,792.2,19.0,19.0,-6.205266,321.716266,0.4755706848217861,1430
2017-01-26 08:15:00,127.04,-8.0662,164.986666,258633.0976216,783.7999999999998,32.0,32.0,-1.447466,427.4446,0.5520477521305592,1430
2017-01-26 08:30:00,165.506666,-7.471599999999999,218.366666,338322.754231511,774.6666659999999,47.0,47.0,2.142066,534.825533,0.6102548787929937,1430
2017-01-26 08:45:00,196.993333,-8.097265999999998,264.126666,402423.3883176,761.7999999999998,70.0,70.0,5.257133,637.7766,0.7264048150262024,1430
2017-01-26 09:00:00,218.273333,-7.260866,293.053333,446574.205518898,761.9333329999998,89.0,89.0,9.444466,680.313066,0.7744922289712306,1430
2017-01-26 09:15:00,221.86,-5.7484,300.753333,454097.432185098,754.9333329999998,101.0,101.0,12.840066,689.107266,0.823958426810465,1430
2017-01-26 09:30:00,222.593333,-5.873666,301.893333,454812.368873076,753.266666,104.0,104.0,13.3898,689.4938,0.8376153734637006,1430
2017-01-26 09:45:00,223.22,-5.252266,303.913333,456437.304185658,750.9333329999998,105.0,105.0,14.861133,687.0218,0.8451860616744343,1430
2017-01-26 10:00:00,219.086666,-5.6998,299.84,447960.96,747.0,105.0,105.0,15.9868,670.8628,0.8482312359133026,1430
2017-01-26 10:15:00,213.84,-5.753333,292.593333,437056.414223076,746.866666,105.0,105.0,13.4712,646.331733,0.8686516045236066,1430
2017-01-26 10:30:00,207.66,-5.293066,283.506666,424806.3883344,749.2,103.0,103.0,13.344733,623.357133,0.8844542144672665,1430
2017-01-26 10:45:00,202.16,-5.407066,273.92,413436.58630144,754.6666659999999,100.0,100.0,11.337733,601.649,0.8903450977598916,1430
2017-01-26 11:00:00,196.766666,-4.841333,266.04,402217.00782264,755.9333329999998,99.0,99.0,12.602533,583.6996,0.9132335848569268,1430
2017-01-26 11:15:00,191.246666,-5.2726,258.06,390530.79965592,756.6666659999999,96.0,96.0,10.8268,566.268933,0.912799155660781,1430
2017-01-26 11:30:00,187.16,-5.0848,251.913333,382505.2048272,759.2,93.0,93.0,9.662266,554.138133,0.9114787517641524,1430
2017-01-26 11:45:00,185.053333,-4.418066,249.573333,378819.042883218,758.9333329999998,90.0,90.0,10.434133,547.8312,0.9013971656066904,1430
