measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-03-03 00:00:00,0.0,0.161866,-0.7399999999999999,-5.92,4.0,0.0,0.0,-4.407666,5.5844,0.0,1430
2017-03-03 00:15:00,0.0,-1.251533,-0.7666659999999998,-6.133328,4.0,0.0,0.0,-4.8098,5.610066,0.0,1430
2017-03-03 00:30:00,0.0,-1.684533,-0.8066659999999999,-6.453328,4.0,0.0,0.0,-5.402666,5.671333,0.0,1430
2017-03-03 00:45:00,0.0,-1.270933,-0.7866659999999999,-6.712882151112001,4.266666,0.0,0.0,-4.785533,5.747533,0.0,1430
2017-03-03 01:00:00,0.0,-1.319733,-0.793333,-6.346664,4.0,0.0,-1.0,-4.872066,5.8036,,1430
2017-03-03 01:15:00,0.0,-1.294333,-0.78,-6.24,4.0,0.0,0.0,-4.878933,5.8138,0.0,1430
2017-03-03 01:30:00,0.0,-1.370733,-0.7866659999999999,-6.293328,4.0,0.0,0.0,-5.2216,5.8342,0.0,1430
2017-03-03 01:45:00,0.0,-1.402133,-0.8,-7.5733328,4.733333,0.0,0.0,-4.798866,5.8444,0.0,1430
2017-03-03 02:00:00,0.0,-1.0208,-0.82,-10.824,6.6,0.0,0.0,-4.825533,5.8342,0.0,1430
2017-03-03 02:15:00,0.0,-0.967266,-0.8133329999999999,-13.013328,8.0,0.0,0.0,-4.456466,5.7628,0.0,1430
2017-03-03 02:30:00,0.0,-0.3805999999999999,-0.8333329999999999,-12.6666616,7.599999999999999,0.0,0.0,-3.523133,5.716933,0.0,1430
2017-03-03 02:45:00,0.0,-0.654,-0.8066659999999999,-10.110212791112,6.266666,0.0,0.0,-3.138,5.666266,0.0,1430
2017-03-03 03:00:00,0.0,-1.324466,-0.8,-12.16,7.599999999999999,0.0,0.0,-3.8018,5.646,0.0,1430
2017-03-03 03:15:00,0.0,-0.555,-0.82,-19.57066612,11.933333,0.0,0.0,-3.530733,5.651066,0.0,1430
2017-03-03 03:30:00,0.0,-0.565266,-0.826666,-24.910201031112,15.066666,0.0,0.0,-3.1046,5.646,0.0,1430
2017-03-03 03:45:00,0.0,-0.558266,-0.82,-24.49066612,14.933333,0.0,0.0,-2.942533,5.635733,0.0,1430
2017-03-03 04:00:00,0.0,-0.860133,-0.826666,-20.280871431112,12.266666,0.0,0.0,-2.911866,5.620333,0.0,1430
2017-03-03 04:15:00,0.0,-0.6084,-0.8133329999999999,-20.1706584,12.4,0.0,-1.0,-2.8436,5.620333,,1430
2017-03-03 04:30:00,0.0,-0.2799329999999999,-0.8133329999999999,-23.532433715556,14.466666,0.0,0.0,-2.920133,5.564,0.0,1430
2017-03-03 04:45:00,0.0,-0.2202659999999999,-0.8399999999999999,-31.47199944,18.733333,0.0,0.0,-3.044333,5.574133,0.0,1430
2017-03-03 05:00:00,0.0,0.1194,-0.82,-36.62666612,22.333333,0.0,0.0,-3.230333,5.574133,0.0,1430
2017-03-03 05:15:00,0.0,-0.112,-0.8066659999999999,-43.452407995556,26.933333,0.0,0.0,-2.699866,5.518333,0.0,1430
2017-03-03 05:30:00,0.0,0.2873999999999999,-0.82,-65.272,39.8,0.0,0.0,-1.806066,5.487933,0.0,1430
2017-03-03 05:45:00,0.0,1.4622,-0.82,-175.91733224,107.266666,0.0,0.0,-0.691733,5.3612,0.0,1430
2017-03-03 06:00:00,0.0,1.0162,-0.88,-464.17066608,263.733333,0.0,0.0,-1.084,5.406933,0.0,1430
2017-03-03 06:15:00,0.0,2.339066,-0.953333,-1254.45911629778,657.933333,0.0,0.0,-0.1036,11.260933,0.0,1430
2017-03-03 06:30:00,0.0,2.233066,-0.973333,-1561.09635361778,801.9333329999998,0.0,0.0,0.6286,47.307333,0.0,1430
2017-03-03 06:45:00,4.913333,1.772466,7.446665999999999,11188.8638772711,751.266666,0.0,-1.0,1.036733,76.161733,,1430
2017-03-03 07:00:00,5.08,2.06,8.279999999999998,11338.07998896,684.666666,2.0,2.0,0.8257999999999999,31.539933,0.1457407272462289,1430
2017-03-03 07:15:00,7.06,1.909,11.16,15278.78399256,684.533333,2.0,2.0,0.8290659999999999,36.7992,0.3518648838845883,1430
2017-03-03 07:30:00,9.553333,1.381866,14.546666,20051.1244144,689.2,4.0,4.0,0.2051999999999999,44.235133,0.6032272658724173,1430
2017-03-03 07:45:00,14.393333,0.8034,19.706666,28164.7670472,714.6,4.0,4.0,0.0061999999999999,56.4626,0.5019450370184465,1430
2017-03-03 08:00:00,18.393333,1.640533,24.84,36537.98396688,735.466666,7.0,7.0,0.631333,69.244266,0.6880959402339526,1430
2017-03-03 08:15:00,23.686666,2.320533,31.693333,47218.8403711378,744.9333329999998,9.0,9.0,1.608066,85.3018,0.7212694342041994,1430
2017-03-03 08:30:00,27.253333,4.208666,36.633333,54696.008366777794,746.5333329999999,11.0,11.0,3.550733,97.188333,0.7156333355019192,1430
2017-03-03 08:45:00,31.253333,4.024133,41.893333,62834.4136943378,749.9333329999998,13.0,13.0,4.396466,108.861466,0.7423481041571494,1430
2017-03-03 09:00:00,39.773333,3.764,53.073333,80126.57987043558,754.866666,15.0,15.0,5.101733,131.886733,0.7647598654022637,1430
2017-03-03 09:15:00,47.246666,4.1612,63.06,95598.96,758.0,20.0,20.0,6.0846,153.986666,0.8416445734966123,1430
2017-03-03 09:30:00,61.76,3.9498,82.253333,125167.638494196,760.866666,23.0,23.0,7.427666,195.322733,0.8288885685454808,1430
2017-03-03 09:45:00,110.666666,5.123533,148.72,225816.448,759.2,31.0,31.0,11.1916,335.026933,0.8808569886056887,1430
2017-03-03 10:00:00,164.833333,6.989133,226.846666,336942.914262871,742.6666659999999,55.0,55.0,18.858866,497.807933,0.9110938095316978,1430
2017-03-03 10:15:00,207.04,8.667066,290.72,425691.60513952,732.133333,82.0,82.0,23.665666,648.417266,0.9142092647304756,1430
2017-03-03 10:30:00,274.74,10.2538,399.18,566356.584,709.4,105.0,105.0,32.557533,866.0075329999999,0.8987109916633856,1430
2017-03-03 10:45:00,264.206666,10.5514,383.446666,544238.634098071,709.666666,136.0,136.0,31.040466,833.4808,0.8715881489646685,1430
2017-03-03 11:00:00,253.18,10.108133,365.326666,520955.825716,713.0,131.0,131.0,28.4484,788.655533,0.8722982061287272,1430
2017-03-03 11:15:00,254.673333,10.9794,366.653333,523629.846146196,714.066666,125.0,125.0,29.022666,787.460266,0.8796560193102089,1430
2017-03-03 11:30:00,230.226666,10.803266,327.273333,472800.874855818,722.333333,126.0,126.0,27.107066,711.547866,0.8880431335236284,1430
2017-03-03 11:45:00,242.36,10.995733,344.6,496683.4662072,720.6666659999999,115.0,115.0,27.4552,744.0796,0.8969869039912016,1430
2017-03-03 12:00:00,235.226666,11.155666,332.273333,482593.7888492,726.2,119.0,119.0,27.267066,720.031733,0.8876092729062863,1430
2017-03-03 12:15:00,242.16,11.107133,342.726666,496725.18079903093,724.6666659999999,117.0,117.0,27.668066,740.427666,0.9018383628165104,1430
2017-03-03 12:30:00,245.56,11.8724,348.006666,503867.251247196,723.9333329999998,120.0,120.0,28.076133,752.2534,0.8994827973914999,1430
2017-03-03 12:45:00,246.093333,12.1378,350.5,505421.0,721.0,122.0,122.0,29.354533,756.149266,0.9000966497222243,1430
2017-03-03 13:00:00,246.453333,11.973866,351.34,506772.816,721.2,122.0,122.0,29.061666,758.0669329999998,0.8954654218229327,1430
2017-03-03 13:15:00,249.853333,12.376,359.42,513730.98618744,714.666666,123.0,123.0,30.836133,774.144533,0.9005117542408245,1430
2017-03-03 13:30:00,254.713333,12.750266,367.28,524475.84,714.0,124.0,124.0,31.566866,791.2904,0.8889844786177724,1430
2017-03-03 13:45:00,259.12,12.765533,374.72,534350.72,713.0,128.0,128.0,32.3828,807.698466,0.8977668050723824,1430
2017-03-03 14:00:00,260.053333,12.9186,378.553333,536283.888164298,708.333333,129.0,129.0,33.938533,817.6321329999998,0.8864029904076078,1430
2017-03-03 14:15:00,262.48,13.143133,382.573333,541366.770828818,707.533333,130.0,130.0,33.964466,826.4262,0.8824268094840518,1430
2017-03-03 14:30:00,265.213333,13.0254,386.66,547355.896,707.8,131.0,131.0,33.992333,834.7930659999998,0.8797437326653547,1430
2017-03-03 14:45:00,265.72,13.268933,388.54,548877.50640764,706.333333,133.0,133.0,33.830133,836.598666,0.8842438385490423,1430
2017-03-03 15:00:00,264.466666,13.252666,388.013333,546426.242827458,704.133333,133.0,133.0,34.139666,833.3486,0.8823314780047367,1430
