measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-02-23 00:00:00,0.0,-2.7218,-0.82,-10.93333224,6.666666,0.0,0.0,-5.5598,5.875,0.0,1430
2017-02-23 00:15:00,0.0,-3.460466,-0.8066659999999999,-9.679992,6.0,0.0,0.0,-6.354533,5.925666,0.0,1430
2017-02-23 00:30:00,0.0,-4.082466,-0.8066659999999999,-10.9706576,6.8,0.0,0.0,-6.6828,6.0068,0.0,1430
2017-02-23 00:45:00,0.0,-2.504866,-0.826666,-14.328876231112,8.666665999999998,0.0,0.0,-5.659133,6.027,0.0,1430
2017-02-23 01:00:00,0.0,-3.453533,-0.8399999999999999,-14.67199944,8.733333,0.0,0.0,-5.629666,6.016866,0.0,1430
2017-02-23 01:15:00,0.0,-3.638,-0.846666,-14.2239888,8.4,0.0,0.0,-5.944133,6.0576,0.0,1430
2017-02-23 01:30:00,0.0,-2.961533,-0.853333,-8.760884897778,5.133333,0.0,0.0,-5.857,6.0372,0.0,1430
2017-02-23 01:45:00,0.0,-2.610866,-0.8333329999999999,-8.33333,5.0,0.0,-1.0,-5.426333,6.027,,1430
2017-02-23 02:00:00,0.0,-2.744,-0.8599999999999999,-8.599999999999998,5.0,0.0,0.0,-5.5654,5.9662,0.0,1430
2017-02-23 02:15:00,0.0,-3.0464,-0.853333,-8.533329999999998,5.0,0.0,0.0,-5.772733,5.9662,0.0,1430
2017-02-23 02:30:00,0.0,-2.538,-0.873333,-8.73333,5.0,0.0,0.0,-5.258133,5.9966,0.0,1430
2017-02-23 02:45:00,0.0,-2.584866,-0.873333,-8.73333,5.0,0.0,0.0,-5.313866,5.961133,0.0,1430
2017-02-23 03:00:00,0.0,-3.074933,-0.866666,-9.475547111112,5.466666,0.0,0.0,-5.118733,5.951,0.0,1430
2017-02-23 03:15:00,0.0,-3.184333,-0.88,-17.36533216,9.866666,0.0,0.0,-4.945266,5.986533,0.0,1430
2017-02-23 03:30:00,0.0,-3.151,-0.8499999999999999,-21.25,12.5,0.0,0.0,-4.8815,5.989,0.0,1430
2017-02-23 03:45:00,0.0,-2.552266,-0.893333,-52.5279804,29.4,0.0,0.0,-3.3072,5.9206,0.0,1430
2017-02-23 04:00:00,0.0,-2.4992,-0.866666,-48.764406355556,28.133333,0.0,0.0,-2.972,5.824,0.0,1430
2017-02-23 04:15:00,0.0,-2.763133,-0.886666,-51.426628,29.0,0.0,0.0,-3.103866,5.7424,0.0,1430
2017-02-23 04:30:00,0.0,-2.951066,-0.873333,-54.4959792,31.2,0.0,0.0,-3.143533,5.7322,0.0,1430
2017-02-23 04:45:00,0.0,-3.135466,-0.873333,-57.2906448,32.8,0.0,-1.0,-3.293733,5.7628,,1430
2017-02-23 05:00:00,0.0,-3.253133,-0.9,-59.2799994,32.933333,0.0,0.0,-3.405733,5.875,0.0,1430
2017-02-23 05:15:00,0.0,-3.219333,-0.893333,-65.630197137778,36.733333,0.0,0.0,-3.319466,5.8648,0.0,1430
2017-02-23 05:30:00,0.0,-3.1712,-0.906666,-66.7306176,36.8,0.0,0.0,-3.2208,5.875,0.0,1430
2017-02-23 05:45:00,0.0,-3.1918,-0.886666,-68.68705887555599,38.733333,0.0,0.0,-3.250933,5.875,0.0,1430
2017-02-23 06:00:00,0.0,-3.262733,-0.873333,-101.423071235556,58.066666,0.0,0.0,-3.2906,5.8648,0.0,1430
2017-02-23 06:15:00,0.0,-3.244733,-0.913333,-355.956313315556,194.866666,0.0,0.0,-3.303066,5.895266,0.0,1430
2017-02-23 06:30:00,0.0,-3.3682,-0.986666,-1071.65083015111,543.066666,0.0,0.0,-3.356,7.8074,0.0,1430
2017-02-23 06:45:00,0.0,-3.4458,-1.0,-1451.066666,725.5333329999999,0.0,0.0,-3.315466,12.166333,0.0,1430
2017-02-23 07:00:00,0.0,-3.444,-1.0,-1528.8,764.4,0.0,-1.0,-3.188133,15.731866,,1430
2017-02-23 07:15:00,0.0,-3.315666,-0.993333,-1619.26523307556,815.066666,0.0,0.0,-2.9414,27.440333,0.0,1430
2017-02-23 07:30:00,0.0,-3.356666,-0.98,-1604.064,818.4,0.0,0.0,-2.7188,29.785133,0.0,1430
2017-02-23 07:45:00,0.0,-3.7328,-1.006666,-1658.04601239556,823.5333329999999,0.0,-1.0,-2.9562,34.6476,,1430
2017-02-23 08:00:00,0.0,-3.9584,-1.0,-1631.066666,815.5333329999999,0.0,0.0,-3.235466,34.5052,0.0,1430
2017-02-23 08:15:00,0.0,-3.963133,-1.0,-1584.0,792.0,0.0,0.0,-3.358466,28.712,0.0,1430
2017-02-23 08:30:00,0.0,-3.8658,-1.0,-1562.8,781.4,1.0,1.0,-3.301866,28.925533,0.1933114247052,1430
2017-02-23 08:45:00,0.0,-3.8328,-0.986666,-1579.3233766755598,800.333333,0.0,0.0,-3.202133,44.6624,0.0,1430
2017-02-23 09:00:00,0.0,-3.783533,-0.993333,-1635.55589427556,823.266666,1.0,1.0,-2.716266,72.687866,0.1242699142537591,1430
2017-02-23 09:15:00,2.36,-3.9182,2.586666,4165.5669264,805.2,1.0,1.0,-2.268333,104.303933,0.0763533633656562,1430
2017-02-23 09:30:00,6.166666,-3.981333,8.733333,12063.6439723556,690.666666,3.0,3.0,-2.5,81.075333,0.1596339062416857,1430
2017-02-23 09:45:00,4.313333,-3.908533,6.26,8825.76532916,704.933333,3.0,3.0,-2.442666,79.071133,0.1797698945349952,1430
2017-02-23 10:00:00,4.746666,-3.8052,7.58,10395.71732828,685.733333,3.0,3.0,-2.298133,101.120066,0.2105854274884178,1430
2017-02-23 10:15:00,7.74,-3.7028,10.24,14796.11731968,722.466666,3.0,3.0,-1.790733,153.137066,0.164663263625885,1430
2017-02-23 10:30:00,10.92,-3.727933,13.786666,20957.570523751096,760.066666,4.0,4.0,-1.101733,221.664533,0.1449695563931574,1430
2017-02-23 10:45:00,11.033333,-3.366133,13.993333,21333.3025842756,762.266666,6.0,6.0,-0.557933,240.666666,0.1502290993765492,1430
2017-02-23 11:00:00,10.84,-3.169666,13.74,20886.63198168,760.066666,6.0,6.0,-0.5880659999999999,249.527,0.1383636195922885,1430
2017-02-23 11:15:00,10.16,-3.2932,12.9,19405.0399914,752.133333,6.0,6.0,-0.7404,209.7878,0.1334549255988789,1430
2017-02-23 11:30:00,10.646666,-3.195533,13.46,20371.26132436,756.733333,6.0,6.0,-0.8077999999999999,206.746333,0.1587343580518002,1430
2017-02-23 11:45:00,19.806666,-2.9364,24.406666,39057.1740279956,800.133333,7.0,7.0,-0.365866,325.337733,0.187914418404875,1430
2017-02-23 12:00:00,19.526666,-2.806866,23.946666,38356.173122471104,800.866666,12.0,12.0,-0.432666,254.3132,0.2047082906857727,1430
2017-02-23 12:15:00,22.833333,-2.921133,27.84,45408.89598144,815.5333329999999,13.0,13.0,-0.071066,252.2736,0.2837127081469195,1430
2017-02-23 12:30:00,18.133333,-3.003866,22.44,35610.78397008,793.466666,17.0,17.0,-0.2132,185.246733,0.3740044880538566,1430
2017-02-23 12:45:00,20.68,-2.9494,25.72,40877.65329904,794.6666659999999,12.0,12.0,-0.0066,205.306866,0.3595182455509617,1430
2017-02-23 13:00:00,12.666666,-3.013066,15.98,24913.88532268,779.5333329999999,14.0,14.0,-0.3666659999999999,132.0902,0.3784602076124568,1430
2017-02-23 13:15:00,5.6,-3.2964,7.4,10800.0533284,729.733333,9.0,9.0,-0.746666,96.232066,0.3781512605042016,1430
2017-02-23 13:30:00,3.673333,-3.2718,4.773333,7009.79861523556,734.266666,3.0,3.0,-1.2682,100.23,0.1730004036676085,1430
