measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-02-08 00:00:00,0.0,6.417,-0.626666,-46.373284,37.0,0.0,0.0,4.523466,3.585933,0.0,1430
2017-02-08 00:15:00,0.0,6.433866,-0.62,-38.936,31.4,0.0,0.0,4.176533,3.6062,0.0,1430
2017-02-08 00:30:00,0.0,6.5224,-0.613333,-40.643533057778,33.133333,0.0,0.0,5.048533,3.540066,0.0,1430
2017-02-08 00:45:00,0.0,6.339,-0.62,-41.168,33.2,0.0,-1.0,4.798866,3.545133,,1430
2017-02-08 01:00:00,0.0,6.5008,-0.633333,-37.324423955556,29.466666,0.0,0.0,3.780933,3.514533,0.0,1430
2017-02-08 01:15:00,0.0,6.625933,-0.633333,-32.342204777778,25.533333,0.0,0.0,2.993333,3.514533,0.0,1430
2017-02-08 01:30:00,0.0,8.312132999999998,-0.626666,-34.675517831112,27.666666,0.0,0.0,6.1646,3.519666,0.0,1430
2017-02-08 01:45:00,0.0,7.766133,-0.64,-37.20533248,29.066666,0.0,0.0,6.4466,3.367133,0.0,1430
2017-02-08 02:00:00,0.0,6.6338,-0.626666,-28.826636,23.0,0.0,0.0,4.5506,3.331666,0.0,1430
2017-02-08 02:15:00,0.0,6.6202,-0.64,-21.67466624,16.933333,0.0,0.0,4.0162,3.407733,0.0,1430
2017-02-08 02:30:00,0.0,6.827933,-0.653333,-21.516432595556,16.466666,0.0,0.0,5.1772,3.5808,0.0,1430
2017-02-08 02:45:00,0.0,6.195133,-0.64,-22.784,17.8,0.0,0.0,4.587133,3.5706,0.0,1430
2017-02-08 03:00:00,0.0,5.9384,-0.6666659999999999,-15.911094755556,11.933333,0.0,0.0,4.101333,3.672133,0.0,1430
2017-02-08 03:15:00,0.0,5.655733,-0.66,-13.992,10.6,0.0,0.0,3.656133,3.712666,0.0,1430
2017-02-08 03:30:00,0.0,5.545,-0.65,-13.65,10.5,0.0,0.0,3.4825,3.7765,0.0,1430
2017-02-08 03:45:00,0.0,5.700533,-0.6466659999999999,-13.536874071112,10.466666,0.0,0.0,3.474333,3.7992,0.0,1430
2017-02-08 04:00:00,0.0,5.335866,-0.686666,-11.078210551112,8.066665999999998,0.0,0.0,2.422066,3.8706,0.0,1430
2017-02-08 04:15:00,0.0,6.0932,-0.66,-11.52799956,8.733333,0.0,-1.0,3.359066,3.901133,,1430
2017-02-08 04:30:00,0.0,4.865066,-0.6733329999999998,-14.2746596,10.6,0.0,0.0,3.109,3.865466,0.0,1430
2017-02-08 04:45:00,0.0,4.335933,-0.6666659999999999,-9.511101155556,7.133333,0.0,0.0,2.734333,3.9062,0.0,1430
2017-02-08 05:00:00,0.0,4.031533,-0.6933329999999999,-13.5893268,9.8,0.0,0.0,2.168866,4.0384,0.0,1430
2017-02-08 05:15:00,0.0,4.199,-0.686666,-23.255088075556,16.933333,0.0,0.0,2.256866,4.125,0.0,1430
2017-02-08 05:30:00,0.0,4.525466,-0.706666,-18.750203591112,13.266666,0.0,0.0,3.2264,4.130133,0.0,1430
