measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-03-14 00:00:00,0.0,11.8046,-0.62,-39.928,32.2,0.0,0.0,8.708465999999998,2.914333,0.0,1430
2017-03-14 00:15:00,0.0,10.290866,-0.62,-35.79466584,28.866666,0.0,0.0,8.341533,2.680533,0.0,1430
2017-03-14 00:30:00,0.0,9.113266,-0.5999999999999999,-44.2399992,36.866666,0.0,0.0,6.4472,2.741666,0.0,1430
2017-03-14 00:45:00,0.0,9.719533,-0.606666,-44.4079512,36.6,0.0,0.0,6.416933,2.828133,0.0,1430
2017-03-14 01:00:00,0.0,9.697666000000002,-0.633333,-45.684419555556,36.066666,0.0,0.0,7.220866,2.8788,0.0,1430
2017-03-14 01:15:00,0.0,9.183,-0.606666,-43.518173591112,35.866666,0.0,0.0,6.822933,2.924666,0.0,1430
2017-03-14 01:30:00,0.0,8.887665999999998,-0.606666,-34.4586288,28.4,0.0,0.0,6.458933,2.954933,0.0,1430
2017-03-14 01:45:00,0.0,9.405,-0.633333,-32.511093155556,25.666666,0.0,0.0,6.186266,3.0466,0.0,1430
2017-03-14 02:00:00,0.0,10.3602,-0.6466659999999999,-33.454186871112,25.866666,0.0,-1.0,6.6334,2.995533,,1430
2017-03-14 02:15:00,0.0,9.090466,-0.633333,-34.199982,27.0,0.0,0.0,6.191733,2.939733,0.0,1430
2017-03-14 02:30:00,0.0,9.5814,-0.633333,-35.382203177778,27.933333,0.0,0.0,6.34,2.954866,0.0,1430
2017-03-14 02:45:00,0.0,9.6558,-0.6466659999999999,-43.628399035556,33.733333,0.0,0.0,6.438533,3.005933,0.0,1430
2017-03-14 03:00:00,0.0,10.266066,-0.62,-41.33333292,33.333333,0.0,0.0,7.478399999999999,2.954866,0.0,1430
2017-03-14 03:15:00,0.0,10.2106,-0.626666,-30.8319672,24.6,0.0,0.0,8.129533,2.8534,0.0,1430
2017-03-14 03:30:00,0.0,9.3152,-0.626666,-39.6052912,31.6,0.0,0.0,7.2202,2.792666,0.0,1430
2017-03-14 03:45:00,0.0,8.857266,-0.62,-33.39733292,26.933333,0.0,0.0,5.3242,2.8788,0.0,1430
2017-03-14 04:00:00,0.0,9.147733,-0.626666,-21.139532231112,16.866666,0.0,0.0,4.833466,3.005866,0.0,1430
2017-03-14 04:15:00,0.0,9.752066,-0.626666,-26.152860231112,20.866666,0.0,0.0,5.3728,3.061933,0.0,1430
2017-03-14 04:30:00,0.0,9.846,-0.6999999999999998,-30.1,21.5,0.0,0.0,5.792,3.0515,0.0,1430
2017-03-14 04:45:00,0.0,7.982,-0.626666,-32.586632,26.0,0.0,0.0,5.209533,3.102733,0.0,1430
2017-03-14 05:00:00,0.0,7.687465999999999,-0.62,-37.448,30.2,0.0,0.0,5.039933,3.2248,0.0,1430
2017-03-14 05:15:00,0.0,8.437466,-0.64,-46.50666624,36.333333,0.0,0.0,5.2374,3.291066,0.0,1430
