time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-05-22 22:00,0.0,14.04,5.49,95.95,9953.0,-999.0,2024-05-23
2024-05-22 23:00,0.0,14.02,5.24,96.47,9952.0,-999.0,2024-05-23
2024-05-23 00:00,0.0,14.05,4.91,96.98,9953.0,-999.0,2024-05-23
2024-05-23 01:00,0.0,14.08,4.71,97.3,9955.0,-999.0,2024-05-23
2024-05-23 02:00,0.0,14.07,4.68,97.55,9954.0,-999.0,2024-05-23
2024-05-23 03:00,0.0,14.17,4.83,96.99,9952.0,-999.0,2024-05-23
2024-05-23 04:00,0.0,14.26,5.03,96.82,9952.0,-999.0,2024-05-23
2024-05-23 05:00,0.0,14.32,5.11,96.96,9956.0,-999.0,2024-05-23
2024-05-23 06:00,3.92,14.33,5.3,96.94,9960.0,0.24,2024-05-23
2024-05-23 07:00,109.1,15.04,6.01,94.02,9964.0,0.21,2024-05-23
2024-05-23 08:00,277.12,15.82,6.9,90.72,9970.0,0.19,2024-05-23
2024-05-23 09:00,421.05,16.48,7.9,85.49,9973.0,0.17,2024-05-23
2024-05-23 10:00,519.72,17.1,8.36,80.08,9974.0,0.16,2024-05-23
2024-05-23 11:00,555.25,17.58,8.58,75.94,9972.0,0.15,2024-05-23
2024-05-23 12:00,537.45,17.65,8.72,74.33,9971.0,0.16,2024-05-23
2024-05-23 13:00,463.02,17.44,8.95,74.21,9970.0,0.15,2024-05-23
2024-05-23 14:00,340.48,16.75,9.07,76.97,9973.0,0.17,2024-05-23
2024-05-23 15:00,181.55,15.91,8.92,80.71,9977.0,0.19,2024-05-23
2024-05-23 16:00,27.5,14.97,8.18,85.75,9980.0,0.23,2024-05-23
2024-05-23 17:00,0.0,14.38,7.89,89.12,9984.0,-999.0,2024-05-23
2024-05-23 18:00,0.0,14.16,7.96,90.03,9987.0,-999.0,2024-05-23
2024-05-23 19:00,0.0,14.0,8.08,90.59,9989.0,-999.0,2024-05-23
2024-05-23 20:00,0.0,13.84,8.09,91.34,9989.0,-999.0,2024-05-23
2024-05-23 21:00,0.0,13.77,8.04,91.85,9989.0,-999.0,2024-05-23
