time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-08-19 22:00,0.0,10.14,1.45,96.16,9946.0,-999.0,2024-08-20
2024-08-19 23:00,0.0,10.05,1.26,95.19,9945.0,-999.0,2024-08-20
2024-08-20 00:00,0.0,9.78,1.11,94.56,9943.0,-999.0,2024-08-20
2024-08-20 01:00,0.0,9.53,1.0,93.34,9941.0,-999.0,2024-08-20
2024-08-20 02:00,0.0,9.29,0.91,91.85,9937.0,-999.0,2024-08-20
2024-08-20 03:00,0.0,8.71,0.99,91.83,9935.0,-999.0,2024-08-20
2024-08-20 04:00,0.0,8.27,1.34,90.55,9933.0,-999.0,2024-08-20
2024-08-20 05:00,0.0,8.16,1.53,87.01,9936.0,-999.0,2024-08-20
2024-08-20 06:00,17.83,8.4,1.67,82.45,9938.0,0.21,2024-08-20
2024-08-20 07:00,150.3,10.15,1.84,80.55,9936.0,0.18,2024-08-20
2024-08-20 08:00,309.3,12.22,2.11,72.64,9933.0,0.16,2024-08-20
2024-08-20 09:00,449.38,14.6,2.09,64.25,9926.0,0.15,2024-08-20
2024-08-20 10:00,556.05,15.7,2.76,61.93,9918.0,0.15,2024-08-20
2024-08-20 11:00,677.15,16.11,3.31,62.77,9908.0,0.15,2024-08-20
2024-08-20 12:00,701.83,16.08,4.23,66.42,9906.0,0.14,2024-08-20
2024-08-20 13:00,626.65,15.47,5.34,72.28,9904.0,0.15,2024-08-20
2024-08-20 14:00,493.1,14.52,6.32,78.53,9912.0,0.16,2024-08-20
2024-08-20 15:00,314.62,13.51,6.27,82.65,9916.0,0.17,2024-08-20
2024-08-20 16:00,124.62,12.46,5.77,87.48,9920.0,0.2,2024-08-20
2024-08-20 17:00,0.0,11.67,5.39,90.81,9924.0,-999.0,2024-08-20
2024-08-20 18:00,0.0,11.67,5.64,90.71,9926.0,-999.0,2024-08-20
2024-08-20 19:00,0.0,11.74,6.14,91.67,9926.0,-999.0,2024-08-20
2024-08-20 20:00,0.0,11.69,6.83,93.68,9924.0,-999.0,2024-08-20
2024-08-20 21:00,0.0,11.6,7.54,94.68,9922.0,-999.0,2024-08-20
