time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-09-20 22:00,0.0,9.58,3.9,97.11,10061.0,-999.0,2024-09-21
2024-09-20 23:00,0.0,9.1,3.76,99.04,10060.0,-999.0,2024-09-21
2024-09-21 00:00,0.0,8.68,3.72,100.0,10059.0,-999.0,2024-09-21
2024-09-21 01:00,0.0,8.27,3.76,100.0,10055.0,-999.0,2024-09-21
2024-09-21 02:00,0.0,7.85,3.78,100.0,10052.0,-999.0,2024-09-21
2024-09-21 03:00,0.0,7.45,3.81,100.0,10052.0,-999.0,2024-09-21
2024-09-21 04:00,0.0,7.09,3.97,100.0,10054.0,-999.0,2024-09-21
2024-09-21 05:00,4.43,6.74,4.1,100.0,10058.0,0.24,2024-09-21
2024-09-21 06:00,137.23,8.33,4.14,94.26,10061.0,0.2,2024-09-21
2024-09-21 07:00,362.92,10.56,5.13,81.39,10063.0,0.18,2024-09-21
2024-09-21 08:00,568.4,12.4,6.1,67.37,10062.0,0.16,2024-09-21
2024-09-21 09:00,728.1,14.23,6.49,59.26,10058.0,0.15,2024-09-21
2024-09-21 10:00,836.95,15.88,6.47,55.29,10051.0,0.15,2024-09-21
2024-09-21 11:00,887.12,17.11,6.26,53.21,10041.0,0.15,2024-09-21
2024-09-21 12:00,864.8,17.91,6.04,52.65,10031.0,0.15,2024-09-21
2024-09-21 13:00,774.4,18.3,6.08,53.15,10023.0,0.15,2024-09-21
2024-09-21 14:00,623.55,18.28,6.32,54.94,10018.0,0.16,2024-09-21
2024-09-21 15:00,424.77,17.72,6.69,58.71,10016.0,0.17,2024-09-21
2024-09-21 16:00,203.15,16.37,6.77,67.05,10018.0,0.19,2024-09-21
2024-09-21 17:00,19.5,14.14,7.02,75.23,10021.0,0.23,2024-09-21
2024-09-21 18:00,0.0,12.9,7.36,79.97,10023.0,-999.0,2024-09-21
2024-09-21 19:00,0.0,12.3,7.38,83.66,10026.0,-999.0,2024-09-21
2024-09-21 20:00,0.0,11.81,7.52,86.41,10026.0,-999.0,2024-09-21
2024-09-21 21:00,0.0,11.42,7.47,88.4,10023.0,-999.0,2024-09-21
