time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-03-07 22:00,0.0,17.32,5.85,94.27,9900.0,-999.0,2024-03-08
2024-03-07 23:00,0.0,17.26,5.76,94.57,9902.0,-999.0,2024-03-08
2024-03-08 00:00,0.0,17.17,5.49,95.1,9901.0,-999.0,2024-03-08
2024-03-08 01:00,0.0,17.09,4.88,95.58,9901.0,-999.0,2024-03-08
2024-03-08 02:00,0.0,17.01,4.14,96.07,9902.0,-999.0,2024-03-08
2024-03-08 03:00,0.0,16.93,3.51,96.59,9904.0,-999.0,2024-03-08
2024-03-08 04:00,0.0,16.81,2.98,97.2,9908.0,-999.0,2024-03-08
2024-03-08 05:00,0.0,16.76,2.66,97.41,9915.0,-999.0,2024-03-08
2024-03-08 06:00,64.32,17.64,3.22,93.45,9923.0,0.16,2024-03-08
2024-03-08 07:00,192.77,19.21,3.39,86.22,9929.0,0.15,2024-03-08
2024-03-08 08:00,319.23,21.11,3.52,74.3,9931.0,0.15,2024-03-08
2024-03-08 09:00,453.1,22.66,3.72,65.53,9931.0,0.15,2024-03-08
2024-03-08 10:00,567.5,23.8,4.04,59.55,9929.0,0.15,2024-03-08
2024-03-08 11:00,642.33,24.56,4.28,55.46,9928.0,0.15,2024-03-08
2024-03-08 12:00,839.45,24.97,4.5,53.03,9928.0,0.15,2024-03-08
2024-03-08 13:00,776.2,24.93,4.57,52.2,9927.0,0.14,2024-03-08
2024-03-08 14:00,687.97,24.48,4.21,52.79,9925.0,0.15,2024-03-08
2024-03-08 15:00,535.72,23.69,3.74,54.71,9925.0,0.15,2024-03-08
2024-03-08 16:00,321.55,22.67,3.41,57.98,9928.0,0.17,2024-03-08
2024-03-08 17:00,103.4,21.11,3.04,64.42,9932.0,0.2,2024-03-08
2024-03-08 18:00,0.0,19.06,2.5,74.52,9935.0,-999.0,2024-03-08
2024-03-08 19:00,0.0,18.11,2.56,79.89,9940.0,-999.0,2024-03-08
2024-03-08 20:00,0.0,17.45,2.66,84.4,9942.0,-999.0,2024-03-08
2024-03-08 21:00,0.0,16.89,2.77,88.34,9940.0,-999.0,2024-03-08
