time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-01-13 22:00,0.0,18.48,2.82,85.01,9904.0,-999.0,2024-01-14
2024-01-13 23:00,0.0,17.95,2.54,87.95,9903.0,-999.0,2024-01-14
2024-01-14 00:00,0.0,17.52,2.44,90.5,9900.0,-999.0,2024-01-14
2024-01-14 01:00,0.0,17.14,2.29,92.74,9895.0,-999.0,2024-01-14
2024-01-14 02:00,0.0,16.84,2.2,94.24,9892.0,-999.0,2024-01-14
2024-01-14 03:00,0.0,16.63,2.11,94.78,9893.0,-999.0,2024-01-14
2024-01-14 04:00,0.0,16.45,2.03,95.32,9898.0,-999.0,2024-01-14
2024-01-14 05:00,83.93,17.53,2.59,87.49,9902.0,0.21,2024-01-14
2024-01-14 06:00,294.58,18.96,2.69,77.05,9904.0,0.18,2024-01-14
2024-01-14 07:00,518.67,20.48,2.59,68.02,9904.0,0.16,2024-01-14
2024-01-14 08:00,723.58,21.95,2.73,59.71,9903.0,0.15,2024-01-14
2024-01-14 09:00,886.97,23.24,3.15,53.16,9901.0,0.15,2024-01-14
2024-01-14 10:00,1014.42,24.28,3.77,48.78,9899.0,0.15,2024-01-14
2024-01-14 11:00,1079.32,25.02,4.34,46.26,9895.0,0.14,2024-01-14
2024-01-14 12:00,1067.45,25.32,4.98,45.62,9893.0,0.14,2024-01-14
2024-01-14 13:00,1000.33,25.16,5.49,46.59,9891.0,0.14,2024-01-14
2024-01-14 14:00,873.7,24.69,5.55,48.47,9890.0,0.14,2024-01-14
2024-01-14 15:00,694.6,23.96,5.51,51.21,9890.0,0.15,2024-01-14
2024-01-14 16:00,481.7,22.7,5.36,55.84,9891.0,0.16,2024-01-14
2024-01-14 17:00,255.43,21.37,4.88,61.69,9895.0,0.18,2024-01-14
2024-01-14 18:00,52.5,19.89,4.03,68.96,9899.0,0.22,2024-01-14
2024-01-14 19:00,0.0,18.95,3.19,74.78,9902.0,-999.0,2024-01-14
2024-01-14 20:00,0.0,18.53,3.04,77.55,9907.0,-999.0,2024-01-14
2024-01-14 21:00,0.0,18.07,2.71,80.22,9910.0,-999.0,2024-01-14
