time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-02-11 22:00,0.0,20.5,6.66,58.85,9889.0,-999.0,2024-02-12
2024-02-11 23:00,0.0,19.96,5.91,61.08,9883.0,-999.0,2024-02-12
2024-02-12 00:00,0.0,19.5,5.26,62.52,9875.0,-999.0,2024-02-12
2024-02-12 01:00,0.0,19.17,4.57,62.51,9869.0,-999.0,2024-02-12
2024-02-12 02:00,0.0,18.78,3.92,62.93,9864.0,-999.0,2024-02-12
2024-02-12 03:00,0.0,18.76,3.4,62.14,9863.0,-999.0,2024-02-12
2024-02-12 04:00,0.0,18.69,3.05,61.7,9866.0,-999.0,2024-02-12
2024-02-12 05:00,22.05,19.41,2.55,58.6,9872.0,0.24,2024-02-12
2024-02-12 06:00,207.68,22.51,2.07,47.6,9877.0,0.2,2024-02-12
2024-02-12 07:00,443.12,25.43,0.85,38.16,9881.0,0.18,2024-02-12
2024-02-12 08:00,660.0,28.51,1.25,30.56,9882.0,0.16,2024-02-12
2024-02-12 09:00,841.42,30.72,2.45,26.41,9883.0,0.16,2024-02-12
2024-02-12 10:00,970.17,31.79,3.67,24.72,9882.0,0.16,2024-02-12
2024-02-12 11:00,1032.47,31.91,4.73,25.65,9883.0,0.16,2024-02-12
2024-02-12 12:00,1022.72,31.69,5.29,26.91,9883.0,0.15,2024-02-12
2024-02-12 13:00,955.28,31.21,5.49,28.62,9882.0,0.15,2024-02-12
2024-02-12 14:00,828.5,30.28,5.68,31.57,9883.0,0.15,2024-02-12
2024-02-12 15:00,652.2,28.69,5.73,36.97,9887.0,0.16,2024-02-12
2024-02-12 16:00,430.23,26.68,5.43,44.96,9892.0,0.18,2024-02-12
2024-02-12 17:00,198.07,24.37,4.92,55.86,9896.0,0.2,2024-02-12
2024-02-12 18:00,20.45,21.98,4.19,69.88,9902.0,0.24,2024-02-12
2024-02-12 19:00,0.0,20.66,3.88,80.4,9909.0,-999.0,2024-02-12
2024-02-12 20:00,0.0,19.94,3.41,86.33,9915.0,-999.0,2024-02-12
2024-02-12 21:00,0.0,19.5,2.91,89.97,9916.0,-999.0,2024-02-12
