time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-03-29 22:00,0.0,17.35,8.05,79.43,9910.0,-999.0,2024-03-30
2024-03-29 23:00,0.0,17.17,7.49,80.27,9902.0,-999.0,2024-03-30
2024-03-30 00:00,0.0,16.87,6.94,82.0,9894.0,-999.0,2024-03-30
2024-03-30 01:00,0.0,16.58,6.55,83.79,9886.0,-999.0,2024-03-30
2024-03-30 02:00,0.0,16.32,6.09,85.45,9877.0,-999.0,2024-03-30
2024-03-30 03:00,0.0,16.06,5.66,86.91,9872.0,-999.0,2024-03-30
2024-03-30 04:00,0.0,15.82,5.45,88.15,9870.0,-999.0,2024-03-30
2024-03-30 05:00,0.0,15.56,5.16,89.2,9871.0,-999.0,2024-03-30
2024-03-30 06:00,67.4,16.67,5.15,81.97,9874.0,0.21,2024-03-30
2024-03-30 07:00,274.05,19.46,4.76,67.13,9877.0,0.17,2024-03-30
2024-03-30 08:00,480.25,23.24,3.44,51.22,9878.0,0.15,2024-03-30
2024-03-30 09:00,652.03,27.99,2.42,31.73,9876.0,0.14,2024-03-30
2024-03-30 10:00,771.3,30.45,2.54,24.74,9872.0,0.14,2024-03-30
2024-03-30 11:00,828.55,31.86,2.51,21.69,9867.0,0.14,2024-03-30
2024-03-30 12:00,817.35,32.67,2.33,20.07,9860.0,0.14,2024-03-30
2024-03-30 13:00,739.2,33.1,2.08,19.23,9853.0,0.14,2024-03-30
2024-03-30 14:00,598.88,33.01,1.7,19.41,9849.0,0.14,2024-03-30
2024-03-30 15:00,411.88,32.39,1.33,20.52,9848.0,0.15,2024-03-30
2024-03-30 16:00,200.23,30.57,1.19,26.05,9848.0,0.18,2024-03-30
2024-03-30 17:00,22.58,26.94,2.04,35.63,9849.0,0.22,2024-03-30
2024-03-30 18:00,0.0,25.53,2.64,37.48,9850.0,-999.0,2024-03-30
2024-03-30 19:00,0.0,24.57,2.99,40.25,9851.0,-999.0,2024-03-30
2024-03-30 20:00,0.0,23.67,3.12,42.0,9850.0,-999.0,2024-03-30
2024-03-30 21:00,0.0,22.92,3.2,42.92,9847.0,-999.0,2024-03-30
