time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,date_local
2024-11-17 22:00,0.0,14.24,2.77,99.21,9887.0,-999.0,2024-11-18
2024-11-17 23:00,0.0,13.82,2.79,100.0,9887.0,-999.0,2024-11-18
2024-11-18 00:00,0.0,13.56,2.82,100.0,9886.0,-999.0,2024-11-18
2024-11-18 01:00,0.0,13.34,2.83,100.0,9887.0,-999.0,2024-11-18
2024-11-18 02:00,0.0,13.21,2.74,100.0,9889.0,-999.0,2024-11-18
2024-11-18 03:00,0.0,13.07,2.59,100.0,9892.0,-999.0,2024-11-18
2024-11-18 04:00,5.57,13.04,2.41,100.0,9898.0,0.22,2024-11-18
2024-11-18 05:00,123.95,14.54,2.23,93.05,9909.0,0.19,2024-11-18
2024-11-18 06:00,327.2,16.14,2.63,85.68,9919.0,0.16,2024-11-18
2024-11-18 07:00,535.75,17.64,2.96,79.42,9923.0,0.15,2024-11-18
2024-11-18 08:00,722.22,19.06,3.28,74.23,9924.0,0.14,2024-11-18
2024-11-18 09:00,884.85,20.26,3.47,69.22,9923.0,0.14,2024-11-18
2024-11-18 10:00,1011.5,21.31,3.75,64.39,9923.0,0.14,2024-11-18
2024-11-18 11:00,1031.9,21.99,4.16,61.53,9923.0,0.14,2024-11-18
2024-11-18 12:00,1017.92,22.33,4.59,60.27,9924.0,0.14,2024-11-18
2024-11-18 13:00,919.67,22.3,5.06,60.55,9922.0,0.14,2024-11-18
2024-11-18 14:00,731.7,21.92,5.63,61.96,9921.0,0.14,2024-11-18
2024-11-18 15:00,554.5,21.14,6.12,65.05,9922.0,0.15,2024-11-18
2024-11-18 16:00,342.73,20.13,6.4,69.25,9924.0,0.16,2024-11-18
2024-11-18 17:00,135.0,18.79,6.49,74.36,9928.0,0.18,2024-11-18
2024-11-18 18:00,7.38,17.17,5.88,80.61,9933.0,0.21,2024-11-18
2024-11-18 19:00,0.0,16.06,5.52,84.55,9938.0,-999.0,2024-11-18
2024-11-18 20:00,0.0,15.4,5.46,86.88,9942.0,-999.0,2024-11-18
2024-11-18 21:00,0.0,14.96,5.26,89.02,9943.0,-999.0,2024-11-18
