time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-09-16 22:00,0.0,9.68,4.3,92.61,9978.0,-999.0,2024-09-16 22:00:00+00:00,2024-09-17 00:00:00+02:00,2024-09-17,2024,9,17,0
2024-09-16 23:00,0.0,9.13,3.91,95.36,9971.0,-999.0,2024-09-16 23:00:00+00:00,2024-09-17 01:00:00+02:00,2024-09-17,2024,9,17,1
2024-09-17 00:00,0.0,8.6,3.53,97.78,9965.0,-999.0,2024-09-17 00:00:00+00:00,2024-09-17 02:00:00+02:00,2024-09-17,2024,9,17,2
2024-09-17 01:00,0.0,8.21,3.3,99.47,9959.0,-999.0,2024-09-17 01:00:00+00:00,2024-09-17 03:00:00+02:00,2024-09-17,2024,9,17,3
2024-09-17 02:00,0.0,7.91,3.16,100.0,9953.0,-999.0,2024-09-17 02:00:00+00:00,2024-09-17 04:00:00+02:00,2024-09-17,2024,9,17,4
2024-09-17 03:00,0.0,7.57,2.96,100.0,9946.0,-999.0,2024-09-17 03:00:00+00:00,2024-09-17 05:00:00+02:00,2024-09-17,2024,9,17,5
2024-09-17 04:00,0.0,7.36,2.63,100.0,9942.0,-999.0,2024-09-17 04:00:00+00:00,2024-09-17 06:00:00+02:00,2024-09-17,2024,9,17,6
2024-09-17 05:00,0.0,7.45,2.33,100.0,9947.0,-999.0,2024-09-17 05:00:00+00:00,2024-09-17 07:00:00+02:00,2024-09-17,2024,9,17,7
2024-09-17 06:00,121.85,8.58,2.25,95.65,9952.0,0.21,2024-09-17 06:00:00+00:00,2024-09-17 08:00:00+02:00,2024-09-17,2024,9,17,8
2024-09-17 07:00,331.75,10.93,2.43,86.7,9956.0,0.18,2024-09-17 07:00:00+00:00,2024-09-17 09:00:00+02:00,2024-09-17,2024,9,17,9
2024-09-17 08:00,534.95,13.03,2.83,79.32,9959.0,0.16,2024-09-17 08:00:00+00:00,2024-09-17 10:00:00+02:00,2024-09-17,2024,9,17,10
2024-09-17 09:00,703.92,14.52,2.87,74.66,9957.0,0.15,2024-09-17 09:00:00+00:00,2024-09-17 11:00:00+02:00,2024-09-17,2024,9,17,11
2024-09-17 10:00,814.08,15.54,2.3,71.48,9950.0,0.15,2024-09-17 10:00:00+00:00,2024-09-17 12:00:00+02:00,2024-09-17,2024,9,17,12
2024-09-17 11:00,852.83,16.26,2.51,68.83,9945.0,0.14,2024-09-17 11:00:00+00:00,2024-09-17 13:00:00+02:00,2024-09-17,2024,9,17,13
2024-09-17 12:00,825.3,16.4,3.6,67.86,9943.0,0.14,2024-09-17 12:00:00+00:00,2024-09-17 14:00:00+02:00,2024-09-17,2024,9,17,14
2024-09-17 13:00,739.17,15.92,3.86,70.22,9940.0,0.14,2024-09-17 13:00:00+00:00,2024-09-17 15:00:00+02:00,2024-09-17,2024,9,17,15
2024-09-17 14:00,592.0,15.31,3.53,72.08,9936.0,0.15,2024-09-17 14:00:00+00:00,2024-09-17 16:00:00+02:00,2024-09-17,2024,9,17,16
2024-09-17 15:00,397.92,14.53,3.18,74.06,9934.0,0.16,2024-09-17 15:00:00+00:00,2024-09-17 17:00:00+02:00,2024-09-17,2024,9,17,17
2024-09-17 16:00,179.52,13.43,2.88,78.1,9934.0,0.19,2024-09-17 16:00:00+00:00,2024-09-17 18:00:00+02:00,2024-09-17,2024,9,17,18
2024-09-17 17:00,15.23,11.28,2.45,89.14,9934.0,0.23,2024-09-17 17:00:00+00:00,2024-09-17 19:00:00+02:00,2024-09-17,2024,9,17,19
2024-09-17 18:00,0.0,9.92,2.75,94.14,9938.0,-999.0,2024-09-17 18:00:00+00:00,2024-09-17 20:00:00+02:00,2024-09-17,2024,9,17,20
2024-09-17 19:00,0.0,9.39,2.67,95.46,9944.0,-999.0,2024-09-17 19:00:00+00:00,2024-09-17 21:00:00+02:00,2024-09-17,2024,9,17,21
2024-09-17 20:00,0.0,9.25,2.31,94.35,9946.0,-999.0,2024-09-17 20:00:00+00:00,2024-09-17 22:00:00+02:00,2024-09-17,2024,9,17,22
2024-09-17 21:00,0.0,9.29,2.1,93.13,9944.0,-999.0,2024-09-17 21:00:00+00:00,2024-09-17 23:00:00+02:00,2024-09-17,2024,9,17,23
