time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-02-25 22:00,0.0,14.88,5.66,75.98,9999.0,-999.0,2024-02-25 22:00:00+00:00,2024-02-26 00:00:00+02:00,2024-02-26,2024,2,26,0
2024-02-25 23:00,0.0,14.72,5.82,77.6,9995.0,-999.0,2024-02-25 23:00:00+00:00,2024-02-26 01:00:00+02:00,2024-02-26,2024,2,26,1
2024-02-26 00:00,0.0,14.61,6.08,78.95,9988.0,-999.0,2024-02-26 00:00:00+00:00,2024-02-26 02:00:00+02:00,2024-02-26,2024,2,26,2
2024-02-26 01:00,0.0,14.52,6.29,79.46,9982.0,-999.0,2024-02-26 01:00:00+00:00,2024-02-26 03:00:00+02:00,2024-02-26,2024,2,26,3
2024-02-26 02:00,0.0,14.4,6.38,79.37,9978.0,-999.0,2024-02-26 02:00:00+00:00,2024-02-26 04:00:00+02:00,2024-02-26,2024,2,26,4
2024-02-26 03:00,0.0,14.25,6.38,78.87,9977.0,-999.0,2024-02-26 03:00:00+00:00,2024-02-26 05:00:00+02:00,2024-02-26,2024,2,26,5
2024-02-26 04:00,0.0,13.97,6.04,79.11,9976.0,-999.0,2024-02-26 04:00:00+00:00,2024-02-26 06:00:00+02:00,2024-02-26,2024,2,26,6
2024-02-26 05:00,9.0,13.88,5.72,79.08,9977.0,0.26,2024-02-26 05:00:00+00:00,2024-02-26 07:00:00+02:00,2024-02-26,2024,2,26,7
2024-02-26 06:00,167.38,15.58,7.11,68.54,9978.0,0.21,2024-02-26 06:00:00+00:00,2024-02-26 08:00:00+02:00,2024-02-26,2024,2,26,8
2024-02-26 07:00,401.15,17.52,7.97,56.37,9978.0,0.17,2024-02-26 07:00:00+00:00,2024-02-26 09:00:00+02:00,2024-02-26,2024,2,26,9
2024-02-26 08:00,621.22,19.52,7.72,47.55,9976.0,0.15,2024-02-26 08:00:00+00:00,2024-02-26 10:00:00+02:00,2024-02-26,2024,2,26,10
2024-02-26 09:00,804.7,21.63,7.48,40.01,9971.0,0.14,2024-02-26 09:00:00+00:00,2024-02-26 11:00:00+02:00,2024-02-26,2024,2,26,11
2024-02-26 10:00,935.75,23.52,7.44,34.44,9964.0,0.14,2024-02-26 10:00:00+00:00,2024-02-26 12:00:00+02:00,2024-02-26,2024,2,26,12
2024-02-26 11:00,1002.4,25.08,7.64,30.59,9957.0,0.14,2024-02-26 11:00:00+00:00,2024-02-26 13:00:00+02:00,2024-02-26,2024,2,26,13
2024-02-26 12:00,1001.78,26.2,8.09,28.33,9950.0,0.14,2024-02-26 12:00:00+00:00,2024-02-26 14:00:00+02:00,2024-02-26,2024,2,26,14
2024-02-26 13:00,934.35,26.71,8.75,27.56,9943.0,0.15,2024-02-26 13:00:00+00:00,2024-02-26 15:00:00+02:00,2024-02-26,2024,2,26,15
2024-02-26 14:00,801.92,26.56,9.55,28.2,9937.0,0.16,2024-02-26 14:00:00+00:00,2024-02-26 16:00:00+02:00,2024-02-26,2024,2,26,16
2024-02-26 15:00,615.28,25.73,10.44,30.38,9936.0,0.17,2024-02-26 15:00:00+00:00,2024-02-26 17:00:00+02:00,2024-02-26,2024,2,26,17
2024-02-26 16:00,392.55,24.21,11.13,34.42,9938.0,0.18,2024-02-26 16:00:00+00:00,2024-02-26 18:00:00+02:00,2024-02-26,2024,2,26,18
2024-02-26 17:00,158.2,21.91,11.09,41.75,9942.0,0.21,2024-02-26 17:00:00+00:00,2024-02-26 19:00:00+02:00,2024-02-26,2024,2,26,19
2024-02-26 18:00,6.9,19.33,10.97,51.73,9948.0,0.25,2024-02-26 18:00:00+00:00,2024-02-26 20:00:00+02:00,2024-02-26,2024,2,26,20
2024-02-26 19:00,0.0,17.64,10.96,59.97,9953.0,-999.0,2024-02-26 19:00:00+00:00,2024-02-26 21:00:00+02:00,2024-02-26,2024,2,26,21
2024-02-26 20:00,0.0,16.6,10.7,65.75,9955.0,-999.0,2024-02-26 20:00:00+00:00,2024-02-26 22:00:00+02:00,2024-02-26,2024,2,26,22
2024-02-26 21:00,0.0,15.97,10.33,68.96,9954.0,-999.0,2024-02-26 21:00:00+00:00,2024-02-26 23:00:00+02:00,2024-02-26,2024,2,26,23
