time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-12-18 22:00,0.0,15.68,5.04,78.28,9946.0,-999.0,2024-12-18 22:00:00+00:00,2024-12-19 00:00:00+02:00,2024-12-19,2024,12,19,0
2024-12-18 23:00,0.0,15.0,4.38,81.63,9940.0,-999.0,2024-12-18 23:00:00+00:00,2024-12-19 01:00:00+02:00,2024-12-19,2024,12,19,1
2024-12-19 00:00,0.0,14.49,4.15,84.1,9932.0,-999.0,2024-12-19 00:00:00+00:00,2024-12-19 02:00:00+02:00,2024-12-19,2024,12,19,2
2024-12-19 01:00,0.0,14.08,3.97,86.2,9924.0,-999.0,2024-12-19 01:00:00+00:00,2024-12-19 03:00:00+02:00,2024-12-19,2024,12,19,3
2024-12-19 02:00,0.0,13.69,3.72,88.17,9920.0,-999.0,2024-12-19 02:00:00+00:00,2024-12-19 04:00:00+02:00,2024-12-19,2024,12,19,4
2024-12-19 03:00,0.0,13.34,3.54,90.1,9920.0,-999.0,2024-12-19 03:00:00+00:00,2024-12-19 05:00:00+02:00,2024-12-19,2024,12,19,5
2024-12-19 04:00,6.47,13.13,3.44,91.57,9922.0,0.23,2024-12-19 04:00:00+00:00,2024-12-19 06:00:00+02:00,2024-12-19,2024,12,19,6
2024-12-19 05:00,139.65,15.28,3.55,80.49,9923.0,0.19,2024-12-19 05:00:00+00:00,2024-12-19 07:00:00+02:00,2024-12-19,2024,12,19,7
2024-12-19 06:00,360.45,17.79,3.74,68.06,9922.0,0.16,2024-12-19 06:00:00+00:00,2024-12-19 08:00:00+02:00,2024-12-19,2024,12,19,8
2024-12-19 07:00,585.2,20.67,3.07,56.09,9919.0,0.14,2024-12-19 07:00:00+00:00,2024-12-19 09:00:00+02:00,2024-12-19,2024,12,19,9
2024-12-19 08:00,787.12,23.29,1.96,46.24,9917.0,0.13,2024-12-19 08:00:00+00:00,2024-12-19 10:00:00+02:00,2024-12-19,2024,12,19,10
2024-12-19 09:00,948.85,25.16,2.16,41.24,9916.0,0.13,2024-12-19 09:00:00+00:00,2024-12-19 11:00:00+02:00,2024-12-19,2024,12,19,11
2024-12-19 10:00,1056.6,26.18,3.28,38.36,9917.0,0.13,2024-12-19 10:00:00+00:00,2024-12-19 12:00:00+02:00,2024-12-19,2024,12,19,12
2024-12-19 11:00,1104.7,26.52,4.33,37.32,9918.0,0.13,2024-12-19 11:00:00+00:00,2024-12-19 13:00:00+02:00,2024-12-19,2024,12,19,13
2024-12-19 12:00,1085.93,26.3,5.27,38.41,9918.0,0.13,2024-12-19 12:00:00+00:00,2024-12-19 14:00:00+02:00,2024-12-19,2024,12,19,14
2024-12-19 13:00,1004.0,25.67,5.77,40.63,9917.0,0.13,2024-12-19 13:00:00+00:00,2024-12-19 15:00:00+02:00,2024-12-19,2024,12,19,15
2024-12-19 14:00,864.65,24.84,5.81,43.44,9915.0,0.13,2024-12-19 14:00:00+00:00,2024-12-19 16:00:00+02:00,2024-12-19,2024,12,19,16
2024-12-19 15:00,679.9,23.8,5.65,47.08,9914.0,0.14,2024-12-19 15:00:00+00:00,2024-12-19 17:00:00+02:00,2024-12-19,2024,12,19,17
2024-12-19 16:00,464.17,22.69,5.57,51.33,9916.0,0.15,2024-12-19 16:00:00+00:00,2024-12-19 18:00:00+02:00,2024-12-19,2024,12,19,18
2024-12-19 17:00,238.48,21.28,5.74,57.77,9922.0,0.18,2024-12-19 17:00:00+00:00,2024-12-19 19:00:00+02:00,2024-12-19,2024,12,19,19
2024-12-19 18:00,42.25,19.33,5.76,68.12,9932.0,0.22,2024-12-19 18:00:00+00:00,2024-12-19 20:00:00+02:00,2024-12-19,2024,12,19,20
2024-12-19 19:00,0.0,17.73,5.14,78.4,9939.0,-999.0,2024-12-19 19:00:00+00:00,2024-12-19 21:00:00+02:00,2024-12-19,2024,12,19,21
2024-12-19 20:00,0.0,17.05,4.68,83.43,9945.0,-999.0,2024-12-19 20:00:00+00:00,2024-12-19 22:00:00+02:00,2024-12-19,2024,12,19,22
2024-12-19 21:00,0.0,16.55,3.87,86.63,9946.0,-999.0,2024-12-19 21:00:00+00:00,2024-12-19 23:00:00+02:00,2024-12-19,2024,12,19,23
