time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-12-16 22:00,0.0,15.15,2.12,77.18,9929.0,-999.0,2024-12-16 22:00:00+00:00,2024-12-17 00:00:00+02:00,2024-12-17,2024,12,17,0
2024-12-16 23:00,0.0,14.73,2.04,78.24,9927.0,-999.0,2024-12-16 23:00:00+00:00,2024-12-17 01:00:00+02:00,2024-12-17,2024,12,17,1
2024-12-17 00:00,0.0,14.61,1.9,78.34,9923.0,-999.0,2024-12-17 00:00:00+00:00,2024-12-17 02:00:00+02:00,2024-12-17,2024,12,17,2
2024-12-17 01:00,0.0,14.51,1.66,78.35,9919.0,-999.0,2024-12-17 01:00:00+00:00,2024-12-17 03:00:00+02:00,2024-12-17,2024,12,17,3
2024-12-17 02:00,0.0,14.33,1.39,78.28,9917.0,-999.0,2024-12-17 02:00:00+00:00,2024-12-17 04:00:00+02:00,2024-12-17,2024,12,17,4
2024-12-17 03:00,0.0,14.1,1.16,78.1,9920.0,-999.0,2024-12-17 03:00:00+00:00,2024-12-17 05:00:00+02:00,2024-12-17,2024,12,17,5
2024-12-17 04:00,6.2,13.98,0.99,77.86,9924.0,0.21,2024-12-17 04:00:00+00:00,2024-12-17 06:00:00+02:00,2024-12-17,2024,12,17,6
2024-12-17 05:00,94.05,14.82,0.98,74.61,9928.0,0.18,2024-12-17 05:00:00+00:00,2024-12-17 07:00:00+02:00,2024-12-17,2024,12,17,7
2024-12-17 06:00,236.6,16.11,1.68,66.55,9931.0,0.16,2024-12-17 06:00:00+00:00,2024-12-17 08:00:00+02:00,2024-12-17,2024,12,17,8
2024-12-17 07:00,404.8,17.31,2.13,59.34,9932.0,0.16,2024-12-17 07:00:00+00:00,2024-12-17 09:00:00+02:00,2024-12-17,2024,12,17,9
2024-12-17 08:00,565.7,18.05,2.68,55.03,9932.0,0.16,2024-12-17 08:00:00+00:00,2024-12-17 10:00:00+02:00,2024-12-17,2024,12,17,10
2024-12-17 09:00,710.85,18.83,3.5,52.27,9933.0,0.16,2024-12-17 09:00:00+00:00,2024-12-17 11:00:00+02:00,2024-12-17,2024,12,17,11
2024-12-17 10:00,790.12,19.44,3.87,49.9,9933.0,0.16,2024-12-17 10:00:00+00:00,2024-12-17 12:00:00+02:00,2024-12-17,2024,12,17,12
2024-12-17 11:00,999.85,19.84,4.11,48.8,9932.0,0.15,2024-12-17 11:00:00+00:00,2024-12-17 13:00:00+02:00,2024-12-17,2024,12,17,13
2024-12-17 12:00,1060.1,20.51,4.44,47.38,9926.0,0.14,2024-12-17 12:00:00+00:00,2024-12-17 14:00:00+02:00,2024-12-17,2024,12,17,14
2024-12-17 13:00,940.97,21.06,4.85,46.29,9921.0,0.14,2024-12-17 13:00:00+00:00,2024-12-17 15:00:00+02:00,2024-12-17,2024,12,17,15
2024-12-17 14:00,848.7,21.02,5.14,46.71,9918.0,0.14,2024-12-17 14:00:00+00:00,2024-12-17 16:00:00+02:00,2024-12-17,2024,12,17,16
2024-12-17 15:00,654.22,20.54,5.37,48.5,9918.0,0.15,2024-12-17 15:00:00+00:00,2024-12-17 17:00:00+02:00,2024-12-17,2024,12,17,17
2024-12-17 16:00,428.98,19.5,5.4,52.48,9916.0,0.17,2024-12-17 16:00:00+00:00,2024-12-17 18:00:00+02:00,2024-12-17,2024,12,17,18
2024-12-17 17:00,213.23,18.35,5.38,57.54,9920.0,0.18,2024-12-17 17:00:00+00:00,2024-12-17 19:00:00+02:00,2024-12-17,2024,12,17,19
2024-12-17 18:00,35.35,16.99,5.02,64.13,9929.0,0.22,2024-12-17 18:00:00+00:00,2024-12-17 20:00:00+02:00,2024-12-17,2024,12,17,20
2024-12-17 19:00,0.0,15.92,4.25,70.08,9933.0,-999.0,2024-12-17 19:00:00+00:00,2024-12-17 21:00:00+02:00,2024-12-17,2024,12,17,21
2024-12-17 20:00,0.0,15.22,3.52,73.6,9937.0,-999.0,2024-12-17 20:00:00+00:00,2024-12-17 22:00:00+02:00,2024-12-17,2024,12,17,22
2024-12-17 21:00,0.0,14.8,3.01,75.91,9938.0,-999.0,2024-12-17 21:00:00+00:00,2024-12-17 23:00:00+02:00,2024-12-17,2024,12,17,23
