deg,E_kWh
-24,1.9661737074641163
-22,1.9832181192452645
-20,2.0021977421536183
-18,2.019674699303929
-16,2.0356401504756936
-14,2.050112167182608
-12,2.0631080985195096
-10,2.074644375924978
-8,2.0852158399467227
-6,2.1081883387403346
-4,2.1294518527687787
-2,2.1486332416237164
0,2.16570644365531
2,2.1808365717986673
4,2.1940826298280736
6,2.205437636551312
8,2.2148969793490965
10,2.2224575550036465
12,2.229207389266062
14,2.234890374866582
16,2.2389676825042675
18,2.2414408110466355
20,2.2423114280748093
22,2.241581216351115
24,2.2389359879799136
