deg,E_kWh
-24,0.8348397985543361
-22,0.8401462113030017
-20,0.8485932903919403
-18,0.856486203283458
-16,0.8638160596019434
-14,0.8707615616079415
-12,0.8775089116594261
-10,0.8835793084532565
-8,0.8889610631797891
-6,0.8938116116005782
-4,0.8979826262987325
-2,0.901361142721597
0,0.9039436855067289
2,0.906078519692729
4,0.9075296841897398
6,0.9082953843470741
8,0.9087751943343827
10,0.9087895486004608
12,0.9082070922121936
14,0.9076886957107072
16,0.9068341652997706
18,0.9054788966238205
20,0.9036235826942047
22,0.9012693474985956
24,0.8984177495253834
