deg,E_kWh
-24,1.0825109596594171
-22,1.0889351949614932
-20,1.0946916376236668
-18,1.099773246976332
-16,1.1094811320299838
-14,1.1208705521779223
-12,1.1314444803064407
-10,1.1412544615857179
-8,1.1502633915041038
-6,1.1584411288777219
-4,1.165777683315875
-2,1.1721391340332175
0,1.177524384855999
2,1.1814185820996124
4,1.1849728787053813
6,1.1878642616825863
8,1.1902417160943473
10,1.1919469110121408
12,1.1929805046285984
14,1.1933768692592377
16,1.1933241706733944
18,1.1933058020604281
20,1.192804183874492
22,1.1929059003738802
24,1.1924969176633227
