deg,E_kWh
-24,1.4951882816934252
-22,1.505529964596074
-20,1.516298041136996
-18,1.526107027537084
-16,1.5349329332012471
-14,1.5484961129403658
-12,1.563285718623561
-10,1.5769483211538122
-8,1.5900147505994637
-6,1.6018165392218426
-4,1.6126428520546665
-2,1.6220860992531514
0,1.6301467096618112
2,1.6364604602994286
4,1.6415833741712678
6,1.6456395047561414
8,1.6486827830482866
10,1.6512236270749308
12,1.6528740925402003
14,1.6535650485369802
16,1.6532926636143808
18,1.6520525819410232
20,1.6503507620712417
22,1.6483403929241194
24,1.6463352829444018
