deg,E_kWh
-24,1.0490938799770222
-22,1.0652419669375717
-20,1.0813638477404068
-18,1.0965452530897493
-16,1.1108374944267547
-14,1.1250108093112083
-12,1.1381184547825127
-10,1.1501681845816423
-8,1.1611521488617353
-6,1.1711784302148518
-4,1.1803531809507792
-2,1.1883494809004251
0,1.1951706560953927
2,1.200479165988001
4,1.2047733465992574
6,1.2082863775881985
8,1.211177440964963
10,1.213198122147614
12,1.2143518904196522
14,1.2153578532329716
16,1.2157455709371408
18,1.2154209752213534
20,1.214388177134996
22,1.2126512420576636
24,1.2108805731033723
