deg,E_kWh
-24,0.7925977083485751
-22,0.8010079226842243
-20,0.8091903886190077
-18,0.8168457031804428
-16,0.8239656481434302
-14,0.8305430281572265
-12,0.8365715454233522
-10,0.8421984945371997
-8,0.8476975155894313
-6,0.8525089485596977
-4,0.8565884220217281
-2,0.8599329445011681
0,0.8625401894816018
2,0.8647285769984505
4,0.8663073319623629
6,0.867275620134882
8,0.8676330843343372
10,0.8673798568351828
12,0.866683958858111
14,0.8665885692324564
16,0.8661739772271014
18,0.865312414569238
20,0.8640052739126143
22,0.8622543062661039
24,0.8600616167741258
