deg,E_kWh
-24,1.7084596075110108
-22,1.7213116423124573
-20,1.7340855911909703
-18,1.7474766149623413
-16,1.7596698574314273
-14,1.7706818245074487
-12,1.7805280472791318
-10,1.7892237433460845
-8,1.8026453644308762
-6,1.8180526631090685
-4,1.8324494452193836
-2,1.8453141428532314
0,1.8566343225211714
2,1.8666095855052034
4,1.8753445999296885
6,1.882724115280316
8,1.8887408588427606
10,1.8933873237689423
12,1.8966555086762773
14,1.8993007510962536
16,1.9015170991288437
18,1.902739987135213
20,1.9019487389128058
22,1.900058258274999
24,1.8971371232876209
