deg,E_kWh
-24,1.5784820778460524
-22,1.5975916235447023
-20,1.6155412969681133
-18,1.6336711716918704
-16,1.6505604393538356
-14,1.666173843736994
-12,1.680699390166985
-10,1.6945325488810483
-8,1.7070035176095835
-6,1.7181207823455424
-4,1.7278961475644583
-2,1.7365235211925998
0,1.7437292112750258
2,1.7491135354170988
4,1.7534339216512917
6,1.7566075781708284
8,1.758602429646739
10,1.7594776085631587
12,1.759739835035546
14,1.7591326917190258
16,1.7575341835326084
18,1.7555072347087233
20,1.7528190961367822
22,1.7492363264684128
24,1.744755933255644
