deg,E_kWh
-24,1.890715672820903
-22,1.9050316459018664
-20,1.9249889954419586
-18,1.943607998149469
-16,1.9614590641108867
-14,1.9785586277606921
-12,1.994187251861205
-10,2.0086978965420483
-8,2.022034339154712
-6,2.0337929300243665
-4,2.043980046363056
-2,2.052695410196605
0,2.059837725399408
2,2.064994867500291
4,2.0687088422447397
6,2.0711920389044653
8,2.072445017445564
10,2.072470633937432
12,2.071833698761495
14,2.0700049240401937
16,2.0669765400475946
18,2.063465186897307
20,2.059343249028094
22,2.0541496666132755
24,2.0489534688120346
