deg,E_kWh
-24,1.306709624969406
-22,1.3199675010566907
-20,1.3322796100592622
-18,1.3436546482102456
-16,1.3552544396765989
-14,1.366240823314998
-12,1.376100775315951
-10,1.3848463336405328
-8,1.392489635241173
-6,1.3990427575744897
-4,1.4045175744255316
-2,1.4089196505677368
0,1.4122591582635184
2,1.4147966092204987
4,1.4163589341926937
6,1.4169545084237132
8,1.416591349806476
10,1.4152770635800445
12,1.4133799000883829
14,1.41167844973578
16,1.4094613448509044
18,1.4065067325401075
20,1.4028208586294395
22,1.3984096124203003
24,1.3932785215363004
