deg,E_kWh
-24,2.169979539258209
-22,2.192758459286023
-20,2.217272570558187
-18,2.2401677549904346
-16,2.2614462037418717
-14,2.2822766069026064
-12,2.3016958182496836
-10,2.320060434321891
-8,2.3364975412578763
-6,2.351015119591164
-4,2.3636203939562708
-2,2.374319623312236
0,2.3831826178680093
2,2.3895030778675217
4,2.394058041571133
6,2.3969937651176387
8,2.3984996410648463
10,2.3990984548172825
12,2.3982912348153667
14,2.396031822046657
16,2.3923143510003455
18,2.387454520595564
20,2.3823553312345878
22,2.377078795972565
24,2.3711623801961528
