deg,E_kWh
-24,2.1026202436296217
-22,2.121333763400262
-20,2.14202319568269
-18,2.1611714387957783
-16,2.178680704305456
-14,2.1945704845294016
-12,2.208859482321932
-10,2.221565397788095
-8,2.23597352336377
-6,2.2614092284598484
-4,2.284935979262752
-2,2.3061433766804447
0,2.3250084713704746
2,2.341598557856186
4,2.3561088919542743
6,2.3685349296257736
8,2.3788745506018296
10,2.3871272108987696
12,2.3943120098673263
14,2.400401625913034
16,2.4047311321899825
18,2.407304961886482
20,2.408127719760312
22,2.407204006724005
24,2.4037593190556783
