deg,E_kWh
-24,1.7815853409359959
-22,1.7933490545416257
-20,1.806642284987764
-18,1.8192566168288113
-16,1.8306186665317328
-14,1.8407300636947381
-12,1.8495923754521237
-10,1.8605755939314275
-8,1.8738598215624287
-6,1.8864962684246322
-4,1.8978951096076317
-2,1.907632749572678
0,1.915697533236665
2,1.9226857635857537
4,1.928209576183765
6,1.9322597624996654
8,1.934827388831257
10,1.935903676893346
12,1.9358580092838797
14,1.9360112474245843
16,1.9349518897860398
18,1.932551070758312
20,1.9285650239700411
22,1.9236221012610946
24,1.9176691219281599
