deg,E_kWh
-24,1.096702922807856
-22,1.111620973508554
-20,1.125638246590645
-18,1.1387542111774616
-16,1.1509697241134662
-14,1.162286737027909
-12,1.1727080622773003
-10,1.182436434544566
-8,1.1919300203668186
-6,1.2005306046357103
-4,1.2080341270604313
-2,1.2144457838977774
0,1.219770609725028
2,1.2240311175998124
4,1.227398259292203
6,1.229875688612024
8,1.2314668174739405
10,1.2321747687494777
12,1.2320023383492475
14,1.2316855320062647
16,1.2313809636125006
18,1.230428344994688
20,1.2288301304071596
22,1.2265884987772255
24,1.2237053507493847
