deg,E_kWh
-24,1.9435036786425903
-22,1.9563893990564194
-20,1.9692491354214126
-18,1.9819710719568118
-16,1.9952636427649137
-14,2.0138699134995672
-12,2.0310042057809956
-10,2.0466612310378083
-8,2.0610248170888528
-6,2.074210733412575
-4,2.0860452969352536
-2,2.096209233987251
0,2.104588404991108
2,2.110673197908869
4,2.115365748272387
6,2.118688121058587
8,2.1206344480239103
10,2.1211981115414518
12,2.1205951029704315
14,2.119224364556304
16,2.1175845556918302
18,2.1149157347258196
20,2.111353839881028
22,2.1066645339451053
24,2.100827602162977
