deg,E_kWh
-24,1.5925184073293943
-22,1.6033380272628728
-20,1.622817722759899
-18,1.640996596929626
-16,1.6578797403015186
-14,1.6734697331458523
-12,1.6877787544818121
-10,1.7008196056382958
-8,1.7128906665207846
-6,1.7241498730605436
-4,1.7340650510834035
-2,1.7425352442251894
0,1.74957204440573
2,1.7550603654207708
4,1.7593108597639453
6,1.7625178298649853
8,1.7651773128600665
10,1.7669474657535411
12,1.7677200926621306
14,1.7674949785749452
16,1.7662705366055191
18,1.7640437915168024
20,1.7611686506558877
22,1.758941652356821
24,1.7564822894444854
