deg,E_kWh
-24,1.1988702444456703
-22,1.2064415415031837
-20,1.2152115551020855
-18,1.2232974563394374
-16,1.23069214078886
-14,1.237697417677072
-12,1.243955741799925
-10,1.2494514046621603
-8,1.2541012083460863
-6,1.2579022575565442
-4,1.2608523514046628
-2,1.2629499399360706
0,1.264189396644257
2,1.2647819519050776
4,1.2645709881080827
6,1.263810914151763
8,1.2626814282330405
10,1.2614134802790726
12,1.2595668021323079
14,1.2570574565171986
16,1.2538874702572524
18,1.2503866382794782
20,1.2473380389468398
22,1.244312629950823
24,1.2411382238702857
