deg,E_kWh
-24,1.963447877924452
-22,1.980036544812171
-20,1.9960290741719826
-18,2.0106293210204935
-16,2.0238856114445833
-14,2.0357784291832206
-12,2.056467103367641
-10,2.0786737774504265
-8,2.099830242498571
-6,2.1194921193904865
-4,2.1374706098411718
-2,2.153416241125441
0,2.167327768391634
2,2.1781949654267283
4,2.187311894984471
6,2.194906079583593
8,2.201345090970408
10,2.2064691430920425
12,2.2101764078485484
14,2.2124670327947844
16,2.213341133568763
18,2.2127987016255943
20,2.211863076810221
22,2.2108038120294835
24,2.2095708006777985
