deg,E_kWh
-24,1.500432722047705
-22,1.5053607556116528
-20,1.5108297110229802
-18,1.5164251154617068
-16,1.5211526260872013
-14,1.5250106411791104
-12,1.5328737865462554
-10,1.5413100595633886
-8,1.548810518885914
-6,1.5558263860431314
-4,1.561990788237882
-2,1.5668858428392727
0,1.5705047624338544
2,1.5737064282892697
4,1.5758955479939836
6,1.576939496178392
8,1.5768353270509852
10,1.5755810107400936
12,1.5733003449244747
14,1.571026066885822
16,1.568460590106214
18,1.565017454978294
20,1.5608561291851861
22,1.5559404029884922
24,1.550158093367487
