deg,E_kWh
-24,1.271447422826918
-22,1.289373717577585
-20,1.3062432300147369
-18,1.3220519265389945
-16,1.336803049597278
-14,1.3506273821405839
-12,1.364255734818918
-10,1.3766763975759533
-8,1.3878905361373524
-6,1.3979933410791119
-4,1.4071915122387169
-2,1.4150492519176834
0,1.421568298948357
2,1.4265822634727479
4,1.4304924581291971
6,1.433302068073547
8,1.435014424979694
10,1.436072819647946
12,1.4362870956281857
14,1.4355429424020885
16,1.4343384892231583
18,1.4328005352882902
20,1.430472010935829
22,1.4273568515508284
24,1.4234589970462797
