deg,E_kWh
-24,1.963372477401853
-22,1.9786985433070226
-20,1.9935585505637308
-18,2.0089895871938865
-16,2.0230409091276966
-14,2.0357374278225007
-12,2.0471025316708853
-10,2.062076606824535
-8,2.082094784706876
-6,2.1009210478816973
-4,2.1184547214708793
-2,2.1341707257396654
0,2.1480652860121574
2,2.1602832118855484
4,2.170895290528517
6,2.17994196527032
8,2.187421098785732
10,2.193329787581861
12,2.1976640928055233
14,2.2011838245752595
16,2.203508941119352
18,2.204424272375156
20,2.204314983355506
22,2.203073544659724
24,2.200690060018004
