deg,E_kWh
-24,1.2152773048264787
-22,1.2213932878636033
-20,1.2311735150734413
-18,1.2446704966807742
-16,1.2572301436906597
-14,1.2688530555659427
-12,1.2795433919689168
-10,1.2893090347818552
-8,1.298468725997705
-6,1.306977675419209
-4,1.3145129618121123
-2,1.3209648365964308
0,1.3263430917064079
2,1.3305093262936094
4,1.3337596851702478
6,1.3364713966507316
8,1.33874106465621
10,1.3402988734768275
12,1.3410947909407447
14,1.3411316355180436
16,1.340411542066698
18,1.338935926327305
20,1.33713001837277
22,1.335664769073667
24,1.3339776890743216
