deg,E_kWh
-24,1.1425228829078033
-22,1.159103390492426
-20,1.174695159461477
-18,1.1892974493215307
-16,1.2029110606912097
-14,1.215791777314252
-12,1.2282830227417225
-10,1.2396736290441464
-8,1.2499683799680987
-6,1.2592620929512959
-4,1.2677056984836041
-2,1.2749520776539975
0,1.281006954354616
2,1.2857149300348598
4,1.289446376962089
6,1.2922061119977393
8,1.2940697359858386
10,1.2954482262103206
12,1.2959859499251845
14,1.2956864443718794
16,1.2952336032962115
18,1.294237053678985
20,1.2925494654931782
22,1.2901741380215235
24,1.2871140875752274
