deg,E_kWh
-24,1.6208449825990296
-22,1.6301267931543202
-20,1.638496027450168
-18,1.6473669123834607
-16,1.6624679610822208
-14,1.677542930994881
-12,1.692350868341044
-10,1.7057815672200476
-8,1.7178367116234712
-6,1.7285189819686917
-4,1.7378316056839507
-2,1.7457780298747936
0,1.7523616974566634
2,1.7571976025847325
4,1.760813495278116
6,1.7639433999324905
8,1.7659308603025319
10,1.7667754441595263
12,1.7664763711994709
14,1.7650324778872866
16,1.7624421953413272
18,1.7601755497147087
20,1.7577341204913755
22,1.7543549744494993
24,1.7500362933375824
