deg,E_kWh
-24,1.100912707529283
-22,1.1106816336778655
-20,1.1196835104927965
-18,1.1299331205528633
-16,1.1466364891198275
-14,1.1623736937705977
-12,1.1774133397077176
-10,1.1919574377906765
-8,1.2058047507899081
-6,1.2185814003946964
-4,1.23007443841209
-2,1.240279554750928
0,1.2491937973710479
2,1.2563364618551158
4,1.2624063982661076
6,1.2674032916203932
8,1.2713554070622917
10,1.274766083538086
12,1.2777393935644437
14,1.280054622265129
16,1.2815748466367791
18,1.282304060235629
20,1.282246789744167
22,1.2814080521247104
24,1.2797933167931554
