deg,E_kWh
-24,2.036433471209829
-22,2.0557420222269194
-20,2.078035239131983
-18,2.0988346857392113
-16,2.1183866493918098
-14,2.1374121902687317
-12,2.154791142876063
-10,2.1712187505520695
-8,2.186053787835558
-6,2.1991021126465715
-4,2.210369082573496
-2,2.2198973294084783
0,2.2276988110752027
2,2.233270614696094
4,2.237187732397745
6,2.2396360253074463
8,2.2407133863299524
10,2.240657673342145
12,2.2396656023284383
14,2.2373114246611063
16,2.2335890652848702
18,2.229021437594424
20,2.223980209684452
22,2.2180660342073124
24,2.212397411753804
