deg,E_kWh
-24,0.9006704703341484
-22,0.9117031826847994
-20,0.9219992024247932
-18,0.9315607661849566
-16,0.9403960568354381
-14,0.9486660294445862
-12,0.9561920314176139
-10,0.9629447164217879
-8,0.9689289597887151
-6,0.9741498890602069
-4,0.9787255680697297
-2,0.9825121749167329
0,0.9854609134502137
2,0.9878277319337629
4,0.9895219323448254
6,0.9905483463657578
8,0.9911619166621259
10,0.9915104353417964
12,0.9912341411453176
14,0.9903371175017708
16,0.9891639843775042
18,0.9880735940143228
20,0.9865102040598157
22,0.9844783113234866
24,0.9819823228954414
