deg,E_kWh
-24,1.7087711159343584
-22,1.722040838764805
-20,1.7341892131761933
-18,1.7452237927044671
-16,1.7551521905856953
-14,1.7657641946564564
-12,1.7856843061762022
-10,1.8040493234859847
-8,1.8208393350643837
-6,1.8360411438024309
-4,1.8496457952707663
-2,1.8616473022089923
0,1.872042044083913
2,1.8807695654608703
4,1.8884782834850815
6,1.8947029191129146
8,1.8987990097748964
10,1.9015025667561765
12,1.9029388347517682
14,1.9031092051984744
16,1.9029240190878487
18,1.9032399093242958
20,1.9025976986116755
22,1.9010027201752002
24,1.8984609618091932
