deg,E_kWh
-24,0.5307090036905515
-22,0.5310715264053671
-20,0.5319038344997784
-18,0.5336374906818064
-16,0.5351409290806696
-14,0.53646293555417
-12,0.5377759633238236
-10,0.538791494482261
-8,0.5395052063040785
-6,0.5400586434783354
-4,0.540267829723477
-2,0.5401044948462985
0,0.5395686615699749
2,0.5391886152894237
4,0.5384802158818611
6,0.5374440363535065
8,0.5364970458501085
10,0.5353899070873245
12,0.5340273421117587
14,0.53280503349779
16,0.531295995666512
18,0.5295014338392908
20,0.527422843807688
22,0.5250620135051106
24,0.5224210246550598
