deg,E_kWh
-24,1.637204909220274
-22,1.6527089532223167
-20,1.6671130723514482
-18,1.6806655394006536
-16,1.694113302702133
-14,1.7063738487867024
-12,1.7176784469589936
-10,1.7283158947305617
-8,1.7376878014603951
-6,1.745809108188738
-4,1.752692220264325
-2,1.758421388133308
0,1.7629217627195353
2,1.7660880673452128
4,1.7681205015552108
6,1.769392623031947
8,1.7696259001277441
10,1.7688197310698892
12,1.7669715318143786
14,1.7646589416440843
16,1.7615518190296655
18,1.7576306508558082
20,1.7536224878556563
22,1.7487859466076001
24,1.743112588674725
