deg,E_kWh
-24,1.032400729086848
-22,1.0408364120212843
-20,1.0485802638781898
-18,1.0623608468626098
-16,1.0767124945662412
-14,1.090151526173282
-12,1.102667207670086
-10,1.1147501965038658
-8,1.1265573220013163
-6,1.137197494677495
-4,1.1466708536257957
-2,1.154978542456712
0,1.162122511461861
2,1.1678149496108057
4,1.1725385429301565
6,1.176296133689515
8,1.1790910096930531
10,1.181036587184933
12,1.1829058793834784
14,1.18426663344901
16,1.1849165061458935
18,1.1848607608015307
20,1.1841048702460832
22,1.1826544773362917
24,1.1805153617171553
