deg,E_kWh
-24,1.9130808928000824
-22,1.9289319472567172
-20,1.943526576100477
-18,1.9568822846086487
-16,1.969016027090995
-14,1.9819048188524826
-12,2.0015257819995025
-10,2.023961616362109
-8,2.044605678716054
-6,2.063446734215619
-4,2.0804789832169353
-2,2.095699813719199
0,2.109108640203538
2,2.1206909481696212
4,2.1307609826983325
6,2.1391558451251345
8,2.14587625490111
10,2.150681416488293
12,2.153260328552748
14,2.15439315080379
16,2.155203070631934
18,2.155866503972399
20,2.155380831673423
22,2.1537446903388697
24,2.150956504109052
