deg,E_kWh
-24,1.2261110462817209
-22,1.24123960829383
-20,1.2553507709749507
-18,1.268494586399436
-16,1.2816623340154083
-14,1.2937059787012681
-12,1.3046360759637183
-10,1.3144619634673314
-8,1.3231838188766407
-6,1.3308089004798966
-4,1.3373405938152936
-2,1.34289709420836
0,1.3473164702152507
2,1.35049950207469
4,1.3527254903299415
6,1.354269001137309
8,1.35510738288828
10,1.3550634781746336
12,1.354140643154797
14,1.3523416819112097
16,1.3496688370568621
18,1.3469682486959336
20,1.3438636241166977
22,1.3400423717724854
24,1.3368148375914581
