deg,E_kWh
-24,1.2200530651351726
-22,1.2338276139571667
-20,1.2466474767954083
-18,1.258512186518356
-16,1.2698611135523896
-14,1.280833635073868
-12,1.2907177990940832
-10,1.299515016353289
-8,1.307227022563683
-6,1.323051482694183
-4,1.3400955487099646
-2,1.3560416336731576
0,1.3705154332177498
2,1.3838255523548189
4,1.395787273520882
6,1.406411670893258
8,1.4160434977165497
10,1.4246758307042906
12,1.4320411337097876
14,1.438137974910446
16,1.4429666072177156
18,1.4469709778207953
20,1.4507298844171648
22,1.4525884654029264
24,1.4531556123233118
