deg,E_kWh
-24,2.0127455869898787
-22,2.027873774961159
-20,2.04380791840728
-18,2.0592884236076006
-16,2.0733212106054313
-14,2.085930213110937
-12,2.0995921664919015
-10,2.120564610651594
-8,2.139886891805269
-6,2.1581164017885777
-4,2.1748123569575
-2,2.1895665296970708
0,2.202380117024548
2,2.21351640195905
4,2.222957294726709
6,2.230716449286782
8,2.236793235682839
10,2.2411859076762792
12,2.24413389652008
14,2.2466752633695193
16,2.247192320977448
18,2.246366756552744
20,2.2443338547245992
22,2.2412131921662795
24,2.236848871022442
