deg,E_kWh
-24,0.9370273276682942
-22,0.9487648015712836
-20,0.9597442875697081
-18,0.9699671541892997
-16,0.9794377724315614
-14,0.9883241704929703
-12,0.996441341242991
-10,1.0037596851803168
-8,1.0102835322898274
-6,1.0160175161226301
-4,1.0211803282441028
-2,1.025517806035282
0,1.0289586778007465
2,1.0317080664962823
4,1.0337291293966895
6,1.0350263449662398
8,1.0358818139044743
10,1.0363515682789357
12,1.0361328853335774
14,1.0352292766213846
16,1.0341106946070031
18,1.032941665788434
20,1.0312434499336782
22,1.0290200043303463
24,1.0262751816891522
