deg,E_kWh
-24,0.9063394587795721
-22,0.9175157693990815
-20,0.9280114125740845
-18,0.9378194116796914
-16,0.9469339005295814
-14,0.9559295045248516
-12,0.9642181923744025
-10,0.9717013942908694
-8,0.9783764743306121
-6,0.9842415296180331
-4,0.9894700518777625
-2,0.9938146520778175
0,0.9972498984844499
2,0.9999582216463069
4,1.0019301569473753
6,1.0031669287682627
8,1.0041131894992492
10,1.0045933324166765
12,1.0044133477283963
14,1.0035757911212344
16,1.0028173440676305
18,1.0016842767428111
20,1.000006299674543
22,0.9977869917495034
24,0.9950302155163223
