deg,E_kWh
-24,1.8523064212202467
-22,1.8742182115121937
-20,1.8947493436658025
-18,1.9147286957628942
-16,1.9337667796164446
-14,1.9513222285164953
-12,1.9674120481408608
-10,1.9820784784457552
-8,1.9956623793947008
-6,2.007753089496205
-4,2.0184384590771973
-2,2.027763766861832
0,2.0355351560961137
2,2.0414936116587596
4,2.0461821319699705
6,2.049605730448041
8,2.051789674690284
10,2.0530990539586553
12,2.053275875229817
14,2.0528641896497657
16,2.0518368708915853
18,2.0498166260967374
20,2.046795058886175
22,2.0431905173573313
24,2.0395596102817115
