deg,E_kWh
-24,1.3418692614267151
-22,1.3541865632182257
-20,1.3656487922334832
-18,1.3762542191679281
-16,1.3867530870415161
-14,1.3972760702573541
-12,1.406715674301146
-10,1.4150738877427076
-8,1.422352697132386
-6,1.4285540103600214
-4,1.4336783526512151
-2,1.437719359181183
0,1.4406824292631921
2,1.4428888902644197
4,1.4441438832293376
6,1.4444474330095336
8,1.4437990392720574
10,1.4421976716798088
12,1.4398574717138763
14,1.4378649690568004
16,1.4354774069887113
18,1.4323420718903386
20,1.4284555765222826
22,1.4238141158076625
24,1.4184419075839751
