deg,E_kWh
-24,1.0084955179991277
-22,1.024206323814295
-20,1.0393574306601787
-18,1.0544350364311168
-16,1.068510184864662
-14,1.0815782491231103
-12,1.093635891375672
-10,1.1046808668893955
-8,1.1147118633692186
-6,1.1237283653956924
-4,1.1317305376635418
-2,1.138782146798247
0,1.1448256897534799
2,1.1496744974077335
4,1.15373504308791
6,1.1569048549967933
8,1.1591862466648055
10,1.160581809831958
12,1.1610943752541178
14,1.1607269797959456
16,1.160479076402129
18,1.1595084682831311
20,1.1586630581330954
22,1.157465784377118
24,1.155665488025515
