deg,E_kWh
-24,1.2314981050511946
-22,1.2459975832630537
-20,1.2595114751916698
-18,1.2720438160360028
-16,1.2835993834622768
-14,1.2941835401278519
-12,1.303802090453944
-10,1.3127520172507599
-8,1.3211218013263328
-6,1.3288344070905695
-4,1.3353539423472263
-2,1.340681707892434
0,1.3448194994632694
2,1.3480351719340498
4,1.3502752123486719
6,1.3515444278711333
8,1.3518473150878418
10,1.3511880245140406
12,1.3495703341183092
14,1.3471874337518996
16,1.344673942350265
18,1.3422046174510056
20,1.3390336464094943
22,1.3351637430881944
24,1.3305973301037
