deg,E_kWh
-24,1.4338266098835704
-22,1.449907746810829
-20,1.464861429126925
-18,1.4787101662741187
-16,1.491422798375284
-14,1.5039505984976493
-12,1.5153998557880946
-10,1.52559082856175
-8,1.543236571746232
-6,1.566097805768103
-4,1.5873447110714236
-2,1.6070480958279763
0,1.6248723676270709
2,1.640859325835815
4,1.6551509650876264
6,1.6677967184621074
8,1.6787966611168301
10,1.6886223597056944
12,1.6971420163558888
14,1.70417012732828
16,1.709715400180426
18,1.7133964455249862
20,1.716318468509532
22,1.7181407315318367
24,1.7188754635907117
