deg,E_kWh
-24,1.1476194027917646
-22,1.157708835649416
-20,1.175201600407435
-18,1.192417031916095
-16,1.2086359222512708
-14,1.2241326409406466
-12,1.2392678209919898
-10,1.2532577153316602
-8,1.2660864782299213
-6,1.2780803242933494
-4,1.2889548800030868
-2,1.2985257639579586
0,1.306791951547912
2,1.3133528151194687
4,1.318836479255832
6,1.3232434390436731
8,1.326897111440186
10,1.329692668338416
12,1.3315366058005256
14,1.3331373630722028
16,1.3340685537468744
18,1.3342148701837646
20,1.3335797148894226
22,1.3321667673590305
24,1.329979962293744
