deg,E_kWh
-24,1.538608743200621
-22,1.5543220148677215
-20,1.5689546470484865
-18,1.5832851748386207
-16,1.5969713581857563
-14,1.6094742434876057
-12,1.621035541439288
-10,1.6319922535853864
-8,1.641668979357505
-6,1.6500782032789265
-4,1.6572316155825624
-2,1.6632706783044706
0,1.6680220849158325
2,1.6711892267285557
4,1.6733305968761274
6,1.6745172721717538
8,1.674702819848841
10,1.6738928267902284
12,1.6722780837359073
14,1.6699370737886379
16,1.6666257308867523
18,1.6628670605539952
20,1.6588347331761966
22,1.653957423706419
24,1.6482325680069012
