deg,E_kWh
-24,1.0913024428721718
-22,1.1081702343238904
-20,1.124102927582857
-18,1.1390918516921147
-16,1.1531306631066007
-14,1.1665630506588835
-12,1.1795599356005564
-10,1.1914774979371916
-8,1.2023115768258412
-6,1.2122135033110795
-4,1.2212289427525516
-2,1.2290406833544503
0,1.235650957924575
2,1.240871569565821
4,1.2450978783254738
6,1.2483327528049213
8,1.2508246888640302
10,1.2526435958507651
12,1.2535893458064429
14,1.2538617203355709
16,1.2539763715158323
18,1.2533745964124132
20,1.252060474245386
22,1.2500381442884927
24,1.2473117898454955
