deg,E_kWh
-24,1.3486298712117173
-22,1.3595969595067094
-20,1.3708317729184867
-18,1.3810891592082855
-16,1.3903747033798368
-14,1.399544977988511
-12,1.414980339994586
-10,1.4329478361984251
-8,1.449599314268734
-6,1.4649158363763335
-4,1.4788837868536424
-2,1.4916397709436906
0,1.5029597013773315
2,1.5130244455748298
4,1.5212072395944278
6,1.52781316143567
8,1.53332347669684
10,1.5378653649777565
12,1.541874733414082
14,1.5448819269229828
16,1.546886420726761
18,1.5478882170343446
20,1.5480215773615522
22,1.548538822346406
24,1.5482128157576618
